word,source,level,letters,syllables,morphemes,aoa,imageability,wcbc_freq,tasa_freq,childes_freq,consistency,class,count
maneuver,kilpatrick,none,8,3,1,8,NA,NA,0,2,0.645471203,open,1
many,kilpatrick,none,4,2,1,2,NA,93,3156,1576,0.485614931,closed,5
margarine,kilpatrick,none,9,3,1,4,NA,NA,0,8,0.572215439,open,1
matinee,kilpatrick,none,7,3,1,4,NA,NA,NA,1,0.325817227,open,1
meadow,kilpatrick,none,6,2,1,2,NA,14,64,32,0.49672328,open,1
meant,kilpatrick,none,5,1,1,6,1.9,15,208,199,1,open,2
measure,kilpatrick,none,7,2,1,7,NA,2,56,61,0.485720601,open,2
measurement,kilpatrick,none,11,3,2,4,NA,NA,0,1,0.648346187,open,1
mechanic,kilpatrick,none,8,3,1,4,NA,1,8,21,0.544716485,open,1
menial,kilpatrick,none,6,3,1,13.666666666666666,NA,NA,NA,NA,0.442556377,open,1
menu,kilpatrick,none,4,2,1,2,NA,1,5,12,0.36559406,open,1
mild,kilpatrick,none,4,1,1,2,3,3,10,8,0.941176471,open,1
module,kilpatrick,none,6,2,1,10,NA,NA,0,NA,0.48678088,open,1
morale,kilpatrick,none,6,2,1,8,NA,NA,0,2,0.215782187,open,1
most,kilpatrick,none,4,1,1,3.3333333333333335,2.3,76,1308,437,0.741935484,closed,3
mother,kilpatrick,none,6,2,1,5.75,NA,286,4365,1123,0.622396623,open,5
move,kilpatrick,none,4,1,1,5.714285714285714,3.2,38,1155,1423,0.137931034,open,4
muscle,kilpatrick,none,6,2,1,4,NA,NA,31,35,0.758075601,open,1
mutual,kilpatrick,none,6,3,1,11.5,NA,NA,0,2,0.581054911,open,1
narrate,kilpatrick,none,7,2,1,8,NA,NA,NA,NA,0.48500149,open,1
nasal,kilpatrick,none,5,2,1,8,NA,NA,0,NA,0.461978959,open,1
natural,kilpatrick,none,7,2,1,7.5,NA,1,50,48,0.663657846,open,1
neutral,kilpatrick,none,7,2,1,7.5,NA,1,1,2,0.716929638,open,1
niche,kilpatrick,none,5,1,1,13.5,2.9,NA,0,NA,1,open,1
niece,kilpatrick,none,5,1,1,6,5.4,2,2,15,1,open,1
ninth,kilpatrick,none,5,1,2,2,4.9,NA,7,43,1,closed,1
none,kilpatrick,none,4,1,1,4,2.6,23,143,266,0.157894737,closed,3
nose,kilpatrick,none,4,1,1,5.333333333333333,6.4,84,427,1404,0.666666667,open,1
novice,kilpatrick,none,6,2,1,12,NA,NA,0,NA,0.448474428,open,1
nuclear,kilpatrick,none,7,3,1,8.666666666666666,NA,NA,1,7,0.354304472,open,1
oblige,kilpatrick,none,6,2,1,9,NA,NA,NA,NA,0.291539763,open,1
oboe,kilpatrick,none,4,2,1,6,NA,NA,NA,7,0.360067682,open,1
ocean,kilpatrick,none,5,2,1,2,NA,21,320,192,0.445781968,open,2
octave,kilpatrick,none,6,2,1,8,NA,NA,NA,NA,1,open,1
odor,kilpatrick,none,4,2,1,4,NA,NA,8,2,0.366128288,open,1
of,kilpatrick,none,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
off,kilpatrick,none,3,1,1,4.222222222222222,2.6,218,2886,4167,0.615384615,closed,4
often,kilpatrick,none,5,2,1,2,NA,16,513,122,0.469072165,open,4
oh,kilpatrick,none,2,1,1,NA,NA,345,1941,7999,0.5,closed,2
old,kilpatrick,none,3,1,1,2,4.3,321,3271,1471,1,open,4
oleo,kilpatrick,none,NA,NA,NA,6,NA,NA,NA,NA,NA,open,1
olive,kilpatrick,none,5,2,1,6,NA,NA,9,41,0.186185642,open,1
once,kilpatrick,none,4,1,1,7.333333333333333,2,120,1348,781,1,closed,5
one,kilpatrick,none,3,1,1,3.3333333333333335,4.9,675,10518,7257,0.157894737,closed,5
onion,kilpatrick,none,5,2,1,2,NA,1,6,65,0.767220903,open,1
only,kilpatrick,none,4,2,1,5,NA,129,2762,2001,0.452820169,open,5
opal,kilpatrick,none,4,2,1,10,NA,1,NA,1,0.54863911,open,1
opaque,kilpatrick,none,6,2,1,12,NA,NA,0,NA,0.660067682,open,1
opinion,kilpatrick,none,7,3,1,6,NA,NA,26,8,0.517747319,open,1
oppress,kilpatrick,none,7,2,1,14,NA,NA,NA,NA,0.183334635,open,1
oral,kilpatrick,none,4,2,1,6,NA,NA,3,1,0.421904762,open,1
orange,kilpatrick,none,6,2,1,6.333333333333333,NA,32,139,1297,0.088888889,open,2
orchard,kilpatrick,none,7,2,1,2,NA,NA,15,6,0.775492716,open,1
organ,kilpatrick,none,5,2,1,7,NA,1,4,12,0.674433222,open,1
oriole,kilpatrick,none,6,3,1,4,NA,NA,NA,NA,0.403313324,open,1
other,kilpatrick,none,5,2,1,3.3333333333333335,NA,166,4085,3758,0.622396623,closed,4
ought,kilpatrick,none,5,1,1,4,1.5,8,89,6,0.928571429,closed,1
oval,kilpatrick,none,4,2,1,8,NA,1,3,43,0.54863911,open,1
oven,kilpatrick,none,4,2,1,2,NA,9,45,213,0.379659547,open,1
owe,kilpatrick,none,3,1,1,2,2.1,1,15,49,1,open,1
pagan,kilpatrick,none,5,2,1,12,NA,NA,0,NA,0.305681369,open,1
pageant,kilpatrick,none,7,2,1,8,NA,NA,NA,4,0.715723419,open,1
palm,kilpatrick,none,4,1,1,6.666666666666667,6.7,2,57,33,0.666666667,open,1
pan,kilpatrick,none,3,1,1,7.2,6.3,6,159,227,0.74267101,open,1
papyrus,kilpatrick,none,7,3,1,10,NA,NA,1,NA,0.453143262,open,1
paralysis,kilpatrick,none,9,4,1,6,NA,NA,0,NA,0.389321206,open,1
patient,kilpatrick,none,7,2,1,4,NA,6,28,68,0.57340753,open,1
pear,kilpatrick,none,4,1,1,2,6,3,3,161,0.08045977,open,1
pearl,kilpatrick,none,5,1,1,5,6.4,4,20,17,1,open,1
people,kilpatrick,none,6,2,1,2,NA,97,5365,2128,0.625,open,4
peril,kilpatrick,none,5,2,1,10,NA,NA,0,1,0.492220999,open,1
period,kilpatrick,none,6,3,1,3.3333333333333335,NA,1,36,26,0.221915889,open,1
periodical,kilpatrick,none,10,5,3,12,NA,NA,0,NA,0.372160227,open,1
perish,kilpatrick,none,6,2,1,8,NA,NA,0,NA,0.674030222,open,1
perishable,kilpatrick,none,10,4,2,8,NA,NA,0,NA,0.562237348,open,1
peso,kilpatrick,none,4,2,1,4,NA,NA,NA,NA,0.121960074,open,1
pewter,kilpatrick,none,6,2,1,12,NA,NA,NA,NA,0.984536514,open,1
piece,kilpatrick,none,5,1,1,7.333333333333333,3.8,18,443,1796,1,open,3
pier,kilpatrick,none,4,1,1,7,6.2,NA,10,7,0.333333333,open,1
pierce,kilpatrick,none,6,1,1,8,5,NA,18,4,1,open,1
pigeon,kilpatrick,none,6,2,1,2,NA,8,15,13,0.78402608,open,1
pint,kilpatrick,none,4,1,1,4,5.2,2,1,2,0.071428571,open,1
piracy,kilpatrick,none,6,3,1,8,NA,NA,0,NA,0.549426402,open,1
plague,kilpatrick,none,6,1,1,8,4.4,NA,1,NA,0.8,open,1
plaid,kilpatrick,none,5,1,1,6,5.7,NA,2,7,0.1,open,1
plateau,kilpatrick,none,7,2,1,4,NA,NA,0,NA,0.415723419,open,1
pleasure,kilpatrick,none,8,2,1,2,NA,NA,32,32,0.485720601,open,1
plumage,kilpatrick,none,7,2,2,10,NA,NA,NA,NA,0.588118739,open,1
plumb,kilpatrick,none,5,1,1,13,3.7,NA,NA,2,1,open,1
plumber,kilpatrick,none,7,2,2,2,NA,2,0,18,0.755599128,open,1
plumbing,kilpatrick,none,8,2,2,2,NA,NA,0,3,0.758075601,open,1
pneumonia,kilpatrick,none,9,3,1,6,NA,NA,4,8,0.622863664,open,1
preface,kilpatrick,none,7,2,1,8,NA,NA,0,1,0.317156399,open,1
premier,kilpatrick,none,7,2,1,8,NA,NA,0,NA,0.341578561,open,1
prestige,kilpatrick,none,8,2,1,12,NA,NA,0,NA,0.344934177,open,1
pretty,kilpatrick,none,6,2,1,2,NA,68,555,2332,0.463463526,open,4
pristine,kilpatrick,none,8,2,1,14,NA,NA,NA,NA,0.410532104,open,1
proprietor,kilpatrick,none,10,4,1,8,NA,NA,0,NA,0.460774983,open,1
prove,kilpatrick,none,5,1,1,6.5,2.4,9,44,11,0.137931034,open,1
prove,kilpatrick,none,5,1,1,6.5,2.4,9,44,11,0.137931034,open,1
psalm,kilpatrick,none,5,1,1,8,4.3,2,NA,1,0.666666667,open,1
pudding,kilpatrick,none,7,2,1,2,NA,12,16,97,0.543642612,open,1
puddle,kilpatrick,none,6,2,1,2,NA,15,30,69,0.758075601,open,1
pull,kilpatrick,none,4,1,1,6.666666666666667,4.1,24,333,1221,0.592592593,open,4
pulley,kilpatrick,none,6,2,1,8,NA,1,2,1,0.467555655,open,1
punctual,kilpatrick,none,8,3,1,10,NA,NA,NA,NA,0.784720432,open,1
punctuate,kilpatrick,none,9,3,1,9.333333333333334,NA,NA,NA,NA,0.795903603,open,1
purchase,kilpatrick,none,8,2,1,9,NA,NA,1,1,0.529411765,open,1
push,kilpatrick,none,4,1,1,5.333333333333333,4.1,12,233,1398,0.285714286,open,2
put,kilpatrick,none,3,1,1,2,2.2,189,4176,6124,0.114285714,open,5
qualm,kilpatrick,none,5,1,1,12,1.8,NA,NA,NA,1,open,1
quart,kilpatrick,none,5,1,1,2,5,1,6,11,1,open,1
quarter,kilpatrick,none,7,2,1,9.2,NA,5,46,200,0.783237812,open,1
quartz,kilpatrick,none,6,1,1,12,5,NA,1,3,1,open,1
radii,kilpatrick,none,5,3,1,NA,NA,NA,NA,NA,0.124113794,open,1
ratio,kilpatrick,none,5,3,1,8,NA,NA,0,1,0.181213426,open,1
react,kilpatrick,none,5,2,1,9.333333333333334,NA,NA,3,1,0.602443814,open,1
receipt,kilpatrick,none,7,2,1,4.666666666666667,NA,NA,0,12,0.705214925,open,1
recipe,kilpatrick,none,6,3,1,4,NA,1,20,40,0.32114109,open,1
rehearse,kilpatrick,none,8,2,1,6,NA,NA,3,NA,0.705214925,open,1
rehearsal,kilpatrick,none,9,3,2,6,NA,1,3,1,0.529979349,open,1
reign,kilpatrick,none,5,1,1,7,2.8,NA,0,NA,1,open,1
rely,kilpatrick,none,4,2,1,4,NA,NA,0,4,0.228406019,open,1
rendezvous,kilpatrick,none,10,3,1,10,NA,NA,0,NA,0.34375,open,1
resent,kilpatrick,none,6,2,1,8,NA,NA,0,1,0.373396743,open,1
reservoir,kilpatrick,none,9,3,1,7,NA,NA,2,3,0.783860691,open,1
result,kilpatrick,none,6,2,1,6,NA,NA,11,3,0.705214925,open,1
resume,kilpatrick,none,6,2,1,10,NA,NA,0,4,0.621881591,open,1
reveille,kilpatrick,none,NA,NA,NA,12,NA,NA,NA,NA,0.255541592,open,1
revenue,kilpatrick,none,7,3,1,8,NA,NA,0,NA,0.553349799,open,1
rhythm,kilpatrick,none,6,2,1,6,NA,NA,14,12,0.620639535,open,1
rind,kilpatrick,none,4,1,1,8,3.4,NA,NA,1,0.523809524,open,1
rogue,kilpatrick,none,5,1,1,10,4,NA,NA,NA,1,open,1
rouge,kilpatrick,none,5,1,1,6,3.9,NA,NA,5,0.5,open,1
rouse,kilpatrick,none,5,1,1,6,NA,NA,0,1,0.060606061,open,1
said,kilpatrick,none,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
salmon,kilpatrick,none,6,2,1,7,NA,1,29,33,0.345297705,open,1
salve,kilpatrick,none,5,1,1,9,2.6,NA,NA,1,0.75,open,1
scene,kilpatrick,none,5,1,1,5.666666666666667,3.8,3,26,21,1,open,1
scenery,kilpatrick,none,7,3,2,5.333333333333333,NA,3,3,4,0.535149473,open,1
scent,kilpatrick,none,5,1,1,5.333333333333333,3.8,2,11,2,1,open,1
scepter,kilpatrick,none,7,2,1,14,NA,1,NA,NA,NA,open,1
schedule,kilpatrick,none,8,2,1,4,NA,NA,12,41,0.30326751,open,1
schwa,kilpatrick,none,5,1,1,14,NA,NA,NA,NA,NA,open,1
senior,kilpatrick,none,6,2,1,6,NA,NA,7,8,0.602443814,open,1
sergeant,kilpatrick,none,8,2,1,6,NA,NA,21,10,0.504032258,open,1
sew,kilpatrick,none,3,1,1,NA,5.2,8,27,58,0.025974026,open,1
sewing,kilpatrick,none,6,2,2,4,NA,2,33,45,0.512987013,open,1
sewn,kilpatrick,none,4,1,2,6,NA,2,2,3,0.5,open,1
show,kilpatrick,none,4,1,1,3.6666666666666665,4,82,1301,2425,0.475555556,open,4
siege,kilpatrick,none,5,1,1,8,3,2,0,NA,0.5,open,1
sieve,kilpatrick,none,5,1,1,10,1.9,3,0,6,0.333333333,open,1
sigh,kilpatrick,none,4,1,1,6,3.6,12,39,31,0.983050847,open,1
sign,kilpatrick,none,4,1,1,4.5,6.2,26,500,201,1,open,1
silhouette,kilpatrick,none,10,3,1,8,NA,NA,NA,1,0.360594046,open,1
siphon,kilpatrick,none,6,2,1,10,NA,NA,NA,NA,0.486818098,open,1
social,kilpatrick,none,6,2,1,4.666666666666667,NA,NA,21,12,0.660067682,open,1
solder,kilpatrick,none,6,2,1,10,NA,NA,0,1,0.519262657,open,1
son,kilpatrick,none,3,1,1,2,5.6,19,430,161,0.534441805,open,2
source,kilpatrick,none,6,1,1,8,2.6,1,11,6,1,open,1
sovereign,kilpatrick,none,9,2,1,11.75,NA,1,0,1,0.634025379,open,1
spatula,kilpatrick,none,7,3,1,10,NA,NA,NA,17,0.47643448,open,1
squander,kilpatrick,none,8,2,1,12,NA,NA,NA,NA,0.997523526,open,1
stomach,kilpatrick,none,7,2,1,4,NA,7,141,305,0.187373096,open,1
strange,kilpatrick,none,7,1,1,6,2.7,22,496,175,0.888888889,open,2
subtle,kilpatrick,none,6,2,1,13,NA,NA,0,5,0.512987013,open,1
suede,kilpatrick,none,5,1,1,8,5.2,NA,NA,4,1,open,1
sugar,kilpatrick,none,5,2,1,5,NA,14,128,529,0.230759176,open,2
sundae,kilpatrick,none,6,2,1,4,NA,NA,NA,9,0.67034561,open,1
superfluous,kilpatrick,none,11,4,1,10,NA,NA,NA,NA,0.706648263,open,1
sure,kilpatrick,none,4,1,1,3.3333333333333335,2.2,85,1620,2423,1,open,4
surely,kilpatrick,none,6,2,2,4,NA,12,67,20,0.952226345,open,1
surgeon,kilpatrick,none,7,2,1,2,NA,5,0,3,1,open,1
swamp,kilpatrick,none,5,1,1,8.333333333333334,6,25,47,16,0.04,open,1
swap,kilpatrick,none,4,1,1,6,2.9,9,24,3,0.011627907,open,1
swarm,kilpatrick,none,5,1,1,6,4.8,4,4,3,0.178571429,open,1
swat,kilpatrick,none,4,1,1,7,4.5,NA,NA,8,0.051724138,open,1
sweater,kilpatrick,none,7,2,2,2,NA,10,66,232,0.643500538,open,1
sword,kilpatrick,none,5,1,1,2,6.8,5,29,81,0.785714286,open,1
syrup,kilpatrick,none,5,2,1,6,NA,2,11,94,0.620639535,open,1
talk,kilpatrick,none,4,1,1,2,4.7,43,1132,2044,1,open,4
taste,kilpatrick,none,5,1,1,5.2,4,22,131,696,0.923076923,open,1
terrace,kilpatrick,none,7,2,1,NA,NA,NA,2,14,0.317156399,open,1
the,kilpatrick,none,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
thought,kilpatrick,none,7,1,1,6.4,3.1,211,3239,1772,0.928571429,open,4
through,kilpatrick,none,7,1,1,6.4,1.9,208,2046,1684,0.173913043,closed,3
thwart,kilpatrick,none,6,1,1,12,1.8,NA,NA,NA,0.096774194,open,1
thyme,kilpatrick,none,5,1,1,14,2.1,NA,NA,2,1,open,1
to,kilpatrick,none,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
tomb,kilpatrick,none,4,1,1,6,6.4,NA,4,3,0.5,open,1
tongue,kilpatrick,none,6,1,1,6.4,6.5,13,103,332,1,open,1
torque,kilpatrick,none,6,1,1,13,NA,NA,0,NA,1,open,1
tortoise,kilpatrick,none,8,2,1,2,NA,19,22,25,0.942159383,open,1
tough,kilpatrick,none,5,1,1,7.25,3.8,9,54,138,0.52173913,open,1
treacherous,kilpatrick,none,11,3,1,6,NA,NA,0,1,0.612841319,open,1
trough,kilpatrick,none,6,1,1,9,4.2,NA,7,10,0.043478261,open,1
truth,kilpatrick,none,5,1,1,4.666666666666667,NA,10,103,63,1,open,1
two,kilpatrick,none,3,1,1,2,4.8,240,3602,4509,0.010152284,closed,5
ukelele,kilpatrick,none,NA,NA,NA,NA,NA,NA,NA,7,NA,open,1
unconscious,kilpatrick,none,11,3,2,8,NA,NA,7,8,0.738026106,open,1
vague,kilpatrick,none,5,1,1,8,2.8,NA,4,1,0.8,open,1
veins,kilpatrick,none,5,1,2,NA,NA,NA,3,1,1,open,1
vicious,kilpatrick,none,7,2,1,6,NA,NA,1,1,0.78402608,open,1
waffle,kilpatrick,none,6,2,1,7.5,NA,NA,NA,55,0.515747099,open,1
wand,kilpatrick,none,4,1,1,6,5.6,3,9,48,0.009615385,open,1
war,kilpatrick,none,3,1,1,2,5.4,8,189,49,0.057407407,open,2
warm,kilpatrick,none,4,1,1,7.2,3.5,51,760,719,0.178571429,open,3
was,kilpatrick,none,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
water,kilpatrick,none,5,2,1,4,NA,111,3435,2442,0.513270626,open,5
watt,kilpatrick,none,4,1,1,6,3.3,NA,0,1,0.2,open,1
weigh,kilpatrick,none,5,1,1,5.5,3.5,1,33,38,0.826086957,open,1
were,kilpatrick,none,4,1,1,6,1.5,492,8631,3176,0.04,closed,5
what,kilpatrick,none,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
where,kilpatrick,none,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
who,kilpatrick,none,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
whom,kilpatrick,none,4,1,1,6,2.1,3,59,63,0.0125,closed,1
whose,kilpatrick,none,5,1,1,2,NA,25,70,636,0.083333333,closed,2
wild,kilpatrick,none,4,1,1,4.5,4.1,35,278,176,0.941176471,open,1
wolf,kilpatrick,none,4,1,1,7.333333333333333,6.7,43,367,150,0.666666667,open,1
woman,kilpatrick,none,5,2,1,3,NA,88,1021,219,0.233965886,open,2
women,kilpatrick,none,5,2,1,2,NA,14,230,54,0.006229426,open,1
wood,kilpatrick,none,4,1,1,2,6.5,32,393,335,0.537037037,open,3
word,kilpatrick,none,4,1,1,6,3.7,25,815,662,0.214285714,open,3
world,kilpatrick,none,5,1,1,8,6.5,94,822,342,1,open,4
worm,kilpatrick,none,4,1,1,7.2,6.6,4,71,192,0.333333333,open,1
worth,kilpatrick,none,5,1,1,4,2.3,5,91,44,0.285714286,closed,1
would,kilpatrick,none,5,1,1,8.5,1.6,380,6996,3355,0.666666667,closed,5
wounded,kilpatrick,none,7,2,2,6,NA,NA,17,3,0.452405235,open,1
writhe,kilpatrick,none,6,1,1,12,2.5,NA,NA,NA,0.833333333,open,1
wrong,kilpatrick,none,5,1,1,4,2.4,32,517,1034,0.864864865,open,1
yacht,kilpatrick,none,5,1,1,6,6.2,NA,1,4,1,open,1
yield,kilpatrick,none,5,1,1,7.6,4.1,1,0,NA,1,open,1
yolk,kilpatrick,none,4,1,1,4,5.2,1,4,21,1,open,1
i,wonders,k,1,1,1,2,NA,2781,42064,9985,0.292991035,closed,4
can,wonders,k,3,1,1,5.75,5.1,498,10332,7133,0.74267101,closed,3
the,wonders,k,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
we,wonders,k,2,1,1,7,2.3,569,11367,6526,0.204887628,closed,4
see,wonders,k,3,1,1,6,3,376,7814,7007,0.926267281,open,4
a,wonders,k,1,1,1,5,NA,4716,64863,9971,0.14681506,closed,4
like,wonders,k,4,1,1,5.333333333333333,2.7,559,8796,7086,1,closed,3
to,wonders,k,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
and,wonders,k,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
go,wonders,k,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
you,wonders,k,3,1,1,6,3.1,2217,39429,10398,0.333333333,closed,4
do,wonders,k,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
my,wonders,k,2,1,1,2,1.7,1104,10595,6232,0.686046512,closed,4
are,wonders,k,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
he,wonders,k,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
with,wonders,k,4,1,1,4.5,1.6,1077,13376,6588,0.545454545,closed,3
is,wonders,k,2,1,1,6.75,1.2,1304,22752,8304,0.029182879,closed,5
little,wonders,k,6,2,1,5.666666666666667,NA,923,6326,5448,0.78402608,closed,4
she,wonders,k,3,1,1,2,3.8,1417,21964,4539,0.204887628,closed,4
was,wonders,k,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
for,wonders,k,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
have,wonders,k,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
of,wonders,k,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
they,wonders,k,4,1,1,4,2.3,1043,18450,5266,0.4,closed,4
said,wonders,k,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
want,wonders,k,4,1,1,4,2.4,167,4267,7338,0.066666667,open,4
here,wonders,k,4,1,1,2,1.8,277,4731,7116,0.36,closed,4
me,wonders,k,2,1,1,3,3.5,738,9446,7555,0.204887628,closed,4
this,wonders,k,4,1,1,5,1.8,509,10480,7903,0.859922179,closed,3
what,wonders,k,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
help,wonders,k,4,1,1,6.5,2.8,152,3302,2631,1,open,3
too,wonders,k,3,1,1,3.3333333333333335,1.3,317,5194,5455,0.707602339,closed,4
has,wonders,k,3,1,1,2,1.6,163,3159,3217,NA,closed,5
play,wonders,k,4,1,1,4.5,4.5,135,1961,4446,0.959349593,open,3
look,wonders,k,4,1,1,4,3.9,214,5445,5607,0.96969697,open,4
where,wonders,k,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
good,wonders,k,4,1,1,5.6,2.6,332,4653,5602,0.537037037,open,4
who,wonders,k,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
come,wonders,k,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
does,wonders,k,4,1,2,2,1.6,99,1655,4077,0.125,closed,5
i,wonders,g1,1,1,1,2,NA,2781,42064,9985,0.292991035,closed,4
like,wonders,g1,4,1,1,5.333333333333333,2.7,559,8796,7086,1,closed,3
do,wonders,g1,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
to,wonders,g1,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
you,wonders,g1,3,1,1,6,3.1,2217,39429,10398,0.333333333,closed,4
he,wonders,g1,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
can,wonders,g1,3,1,1,5.75,5.1,498,10332,7133,0.74267101,closed,3
go,wonders,g1,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
a,wonders,g1,1,1,1,5,NA,4716,64863,9971,0.14681506,closed,4
has,wonders,g1,3,1,1,2,1.6,163,3159,3217,NA,closed,5
this,wonders,g1,4,1,1,5,1.8,509,10480,7903,0.859922179,closed,3
is,wonders,g1,2,1,1,6.75,1.2,1304,22752,8304,0.029182879,closed,5
my,wonders,g1,2,1,1,2,1.7,1104,10595,6232,0.686046512,closed,4
look,wonders,g1,4,1,1,4,3.9,214,5445,5607,0.96969697,open,4
little,wonders,g1,6,2,1,5.666666666666667,NA,923,6326,5448,0.78402608,closed,4
where,wonders,g1,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
here,wonders,g1,4,1,1,2,1.8,277,4731,7116,0.36,closed,4
play,wonders,g1,4,1,1,4.5,4.5,135,1961,4446,0.959349593,open,3
the,wonders,g1,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
we,wonders,g1,2,1,1,7,2.3,569,11367,6526,0.204887628,closed,4
are,wonders,g1,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
me,wonders,g1,2,1,1,3,3.5,738,9446,7555,0.204887628,closed,4
she,wonders,g1,3,1,1,2,3.8,1417,21964,4539,0.204887628,closed,4
with,wonders,g1,4,1,1,4.5,1.6,1077,13376,6588,0.545454545,closed,3
for,wonders,g1,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
and,wonders,g1,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
have,wonders,g1,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
see,wonders,g1,3,1,1,6,3,376,7814,7007,0.926267281,open,4
said,wonders,g1,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
was,wonders,g1,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
does,wonders,g1,4,1,2,2,1.6,99,1655,4077,0.125,closed,5
not,wonders,g1,3,1,1,7,2,829,13592,6562,0.954545455,closed,3
school,wonders,g1,6,1,1,4.8,6.5,132,2708,2136,0.933333333,open,4
what,wonders,g1,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
down,wonders,g1,4,1,1,9.125,4,502,6766,5356,0.820512821,closed,4
out,wonders,g1,3,1,1,3.8,2.2,648,10800,5624,0.993150685,closed,4
up,wonders,g1,2,1,1,5.666666666666667,3.8,852,12286,6737,0.96969697,closed,3
very,wonders,g1,4,2,1,5.333333333333333,NA,368,4611,3194,0.630493855,open,4
be,wonders,g1,2,1,1,2,1.3,663,11145,5522,0.204887628,closed,4
come,wonders,g1,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
good,wonders,g1,4,1,1,5.6,2.6,332,4653,5602,0.537037037,open,4
pull,wonders,g1,4,1,1,6.666666666666667,4.1,24,333,1221,0.592592593,open,4
fun,wonders,g1,3,1,1,2,3.6,82,1029,1363,0.965691221,open,1
make,wonders,g1,4,1,1,8.666666666666666,2.8,231,4091,4343,0.966666667,open,3
they,wonders,g1,4,1,1,4,2.3,1043,18450,5266,0.4,closed,4
too,wonders,g1,3,1,1,3.3333333333333335,1.3,317,5194,5455,0.707602339,closed,4
jump,wonders,g1,4,1,1,4.857142857142857,4.8,34,587,955,1,open,2
move,wonders,g1,4,1,1,5.714285714285714,3.2,38,1155,1423,0.137931034,open,4
run,wonders,g1,3,1,1,8,4.6,97,1455,1001,0.965691221,open,3
two,wonders,g1,3,1,1,2,4.8,240,3602,4509,0.010152284,closed,5
again,wonders,g1,5,2,1,4,NA,208,3040,3365,0.16545237,open,5
help,wonders,g1,4,1,1,6.5,2.8,152,3302,2631,1,open,3
new,wonders,g1,3,1,1,2,3,187,2618,2016,0.974025974,open,4
there,wonders,g1,5,1,1,6,NA,634,10264,7192,0.6,closed,4
use,wonders,g1,3,1,1,4.5,NA,35,1576,2041,0.7,open,4
could,wonders,g1,5,1,1,3,1.7,438,6712,3150,0.666666667,closed,4
live,wonders,g1,4,1,1,6.666666666666667,3.5,50,1479,858,0.238095238,open,3
one,wonders,g1,3,1,1,3.3333333333333335,4.9,675,10518,7257,0.157894737,closed,5
then,wonders,g1,4,1,1,5.714285714285714,1.5,587,9965,4775,0.746527778,closed,3
three,wonders,g1,5,1,1,2,5.3,161,1686,2817,0.926267281,closed,3
eat,wonders,g1,3,1,1,5.333333333333333,4.8,148,2135,4176,0.741935484,open,3
no,wonders,g1,2,1,1,6,2.1,531,6965,8648,0.320135364,closed,3
of,wonders,g1,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
under,wonders,g1,5,2,1,5.333333333333333,NA,102,1409,1451,0.980369137,closed,3
who,wonders,g1,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
all,wonders,g1,3,1,1,2,2.3,1045,11684,6173,0.972972973,closed,3
