word,source,level,letters,syllables,morphemes,aoa,imageability,wcbc_freq,tasa_freq,childes_freq,consistency,class,count
body,wonders,g2,4,2,1,6.285714285714286,NA,8,601,345,0.626507225,open,2
build,wonders,g2,5,1,1,2.6666666666666665,3.8,29,237,691,1,open,3
head,wonders,g2,4,1,1,7.25,6.8,131,2044,2016,0.917808219,open,5
heard,wonders,g2,5,1,1,2,3.1,107,1475,749,0.333333333,open,3
minutes,wonders,g2,7,2,2,6,NA,12,370,704,0.367359413,open,1
myself,wonders,g2,6,2,2,2,NA,24,437,737,0.843023256,closed,2
pretty,wonders,g2,6,2,1,2,NA,68,555,2332,0.463463526,open,4
pushed,wonders,g2,6,1,2,NA,NA,29,420,403,0.125,open,1
brought,wonders,g2,7,1,1,4,2.1,39,513,691,0.928571429,open,3
busy,wonders,g2,4,2,1,7.333333333333333,NA,35,348,426,0.454631843,open,2
else,wonders,g2,4,1,1,4.666666666666667,1.7,33,724,2999,1,open,1
happy,wonders,g2,5,2,1,7.666666666666667,NA,92,1062,1116,0.667949764,open,1
i'll,wonders,g2,4,1,2,2,NA,NA,2550,4399,0.020408163,open,2
laugh,wonders,g2,5,1,1,2,4.9,14,367,224,0.153846154,open,3
love,wonders,g2,4,1,1,3.5,4,224,410,1508,0.482758621,open,2
maybe,wonders,g2,5,2,1,2,NA,68,1474,2811,0.544570963,open,1
please,wonders,g2,6,1,1,3,2.4,126,652,2463,0.384615385,open,3
several,wonders,g2,7,2,1,8.5,NA,5,242,54,0.629852531,closed,2
air,wonders,g2,3,1,1,8,4,66,1245,581,1,open,2
along,wonders,g2,5,2,1,7.5,NA,135,1248,474,0.212079354,closed,2
always,wonders,g2,6,2,1,2,NA,130,1760,1125,0.674129353,closed,4
draw,wonders,g2,4,1,1,8.545454545454545,5,14,275,836,0.972222222,open,3
during,wonders,g2,6,2,1,2,NA,16,301,166,0.543642612,closed,2
ever,wonders,g2,4,2,1,6,NA,133,1295,1096,0.675791037,open,2
meant,wonders,g2,5,1,1,6,1.9,15,208,199,1,open,2
nothing,wonders,g2,7,2,1,4.5,NA,68,1168,1354,0.624873096,closed,2
story,wonders,g2,5,2,1,2.8,NA,156,944,1302,0.485559678,open,2
strong,wonders,g2,6,1,1,6.8,4,33,479,383,0.864864865,open,1
city,wonders,g2,4,2,1,2,NA,60,830,236,0.736252425,open,3
father,wonders,g2,6,2,1,7.2,NA,63,2911,408,0.513270626,open,4
mother,wonders,g2,6,2,1,5.75,NA,286,4365,1123,0.622396623,open,5
o'clock,wonders,g2,7,2,1,4,NA,NA,209,366,0.517730239,open,1
own,wonders,g2,3,1,1,6,2.2,53,1194,866,0.179487179,open,4
questions,wonders,g2,9,2,2,NA,NA,10,312,97,0.8125,open,2
read,wonders,g2,4,1,1,2,NA,80,1543,2365,0.082191781,open,3
searching,wonders,g2,9,2,2,10,NA,7,33,18,0.632183908,open,1
sure,wonders,g2,4,1,1,3.3333333333333335,2.2,85,1620,2423,1,open,4
though,wonders,g2,6,1,1,6.4,2,35,564,1481,0.173913043,closed,1
anything,wonders,g2,8,3,2,3.3333333333333335,NA,53,1302,1780,0.656774962,closed,1
children,wonders,g2,8,2,1,2,NA,85,1425,600,0.715103911,open,3
everybody,wonders,g2,9,4,1,2,NA,26,310,857,0.655732029,closed,1
instead,wonders,g2,7,2,1,2,NA,47,311,560,0.899811061,open,1
paper,wonders,g2,5,2,1,4.666666666666667,NA,34,890,1468,0.570931057,open,3
person,wonders,g2,6,2,1,2,NA,17,616,576,0.828225806,open,1
voice,wonders,g2,5,1,1,9.166666666666666,3.7,55,959,332,1,open,2
whole,wonders,g2,5,1,1,4,2.9,66,600,1285,1,open,2
woman,wonders,g2,5,2,1,3,NA,88,1021,219,0.233965886,open,2
words,wonders,g2,5,1,2,NA,NA,22,885,550,0.125,open,3
door,wonders,g2,4,1,1,2,NA,138,2268,1887,0.761904762,open,4
front,wonders,g2,5,1,1,7.857142857142857,4.4,74,1269,918,0.285714286,open,1
order,wonders,g2,5,2,1,7.888888888888889,NA,9,228,124,0.93968291,open,2
probably,wonders,g2,8,3,2,6,NA,26,321,1070,0.567949977,open,1
remember,wonders,g2,8,3,1,7,NA,36,735,2407,0.665945653,open,2
someone,wonders,g2,7,2,2,4,NA,48,1094,676,0.190862709,closed,1
tomorrow,wonders,g2,8,3,1,2,NA,33,371,977,0.240507821,open,2
what's,wonders,g2,6,1,2,6,NA,NA,728,5411,NA,open,1
worry,wonders,g2,5,2,1,4,NA,24,283,327,0.577099442,open,1
yesterday,wonders,g2,9,3,1,5,NA,4,175,958,0.783860691,open,1
alone,wonders,g2,5,2,1,3.3333333333333335,NA,51,653,514,0.595299308,open,1
became,wonders,g2,6,2,1,2,NA,27,329,61,0.465782635,open,1
beside,wonders,g2,6,2,1,2,NA,12,399,150,0.705214925,closed,1
four,wonders,g2,4,1,1,2,5.9,79,764,2078,0.345454545,closed,4
hello,wonders,g2,5,2,1,2,NA,61,457,1570,0.297718311,open,1
large,wonders,g2,5,1,1,2,4.1,29,720,116,1,open,3
notice,wonders,g2,6,2,1,4,NA,10,189,148,0.43426123,open,2
round,wonders,g2,5,1,1,7.428571428571429,5.4,85,384,697,0.96,closed,2
suppose,wonders,g2,7,2,1,7,NA,5,367,232,0.572890416,open,1
surprised,wonders,g2,9,2,2,NA,NA,16,307,185,0.9,open,1
above,wonders,g2,5,2,1,3.6,NA,31,433,197,0.292887435,open,3
brother,wonders,g2,7,2,1,6,NA,62,741,594,0.622396623,open,3
follow,wonders,g2,6,2,1,6.571428571428571,NA,42,315,184,0.525027149,open,2
listen,wonders,g2,6,2,1,2,NA,38,575,944,0.538812531,open,3
month,wonders,g2,5,1,1,4,4.4,4,123,119,1,open,2
soft,wonders,g2,4,1,1,5.2,4.1,40,371,382,0.777777778,open,1
something,wonders,g2,9,2,2,6.4,NA,129,3341,3939,0.670454545,closed,3
song,wonders,g2,4,1,1,5,4.3,60,166,786,0.864864865,open,3
who's,wonders,g2,5,1,2,4,NA,NA,87,2444,0.052631579,open,1
wind,wonders,g2,4,1,1,6.4,4.7,67,801,366,0.476190476,open,3
against,wonders,g2,7,2,1,3,NA,19,621,235,0.656523798,closed,3
anymore,wonders,g2,7,3,2,NA,NA,21,165,1111,0.657076621,open,1
complete,wonders,g2,8,2,1,3.3333333333333335,NA,1,50,29,0.775,open,2
enough,wonders,g2,6,2,1,2,NA,80,1279,1491,0.049698719,closed,4
river,wonders,g2,5,2,1,2,NA,25,668,197,0.781549606,open,2
rough,wonders,g2,5,1,1,6.571428571428571,3.2,9,79,121,0.52173913,open,1
sometimes,wonders,g2,9,2,3,4,NA,62,1097,1003,0.503787879,open,2
stranger,wonders,g2,8,2,2,2,NA,4,102,17,0.514624504,open,1
terrible,wonders,g2,8,3,1,2,NA,42,209,221,0.610370431,open,1
window,wonders,g2,6,2,1,2,NA,77,1026,763,0.799337818,open,2
afternoon,wonders,g2,9,3,2,3,NA,30,429,285,0.998349018,open,1
ahead,wonders,g2,5,2,1,5,NA,21,339,1018,0.60774331,open,1
anyone,wonders,g2,6,3,2,2,NA,22,445,217,0.371362335,closed,1
everything,wonders,g2,10,3,2,2,NA,76,915,1288,0.814003084,closed,1
pretended,wonders,g2,9,3,2,NA,NA,7,40,35,0.613094278,open,1
scientist,wonders,g2,9,3,1,4,NA,NA,15,9,0.573722863,open,1
somehow,wonders,g2,7,2,2,4,NA,5,98,55,0.289857531,closed,1
throughout,wonders,g2,10,2,2,6.666666666666667,NA,5,11,9,0.586956522,closed,1
trouble,wonders,g2,7,2,1,4.8,NA,23,539,450,0.666666667,open,2
wherever,wonders,g2,8,3,2,6,NA,11,45,79,0.424933712,open,1
a,wonders,g3,1,1,1,5,NA,4716,64863,9971,0.14681506,closed,4
about,wonders,g3,5,2,1,4.375,NA,304,7433,4495,0.656523798,closed,4
after,wonders,g3,5,2,1,5.571428571428571,NA,188,3176,2101,0.997523526,closed,3
again,wonders,g3,5,2,1,4,NA,208,3040,3365,0.16545237,open,5
all,wonders,g3,3,1,1,2,2.3,1045,11684,6173,0.972972973,closed,3
also,wonders,g3,4,2,1,4,NA,27,1175,723,0.293580154,open,3
always,wonders,g3,6,2,1,2,NA,130,1760,1125,0.674129353,closed,4
am,wonders,g3,2,1,1,7,1.8,194,2054,1646,0.932291667,closed,3
an,wonders,g3,2,1,1,4,1.2,252,3957,2938,0.003257329,closed,3
and,wonders,g3,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
another,wonders,g3,7,3,1,3,NA,112,1912,3568,0.604491035,closed,3
any,wonders,g3,3,2,1,3.3333333333333335,NA,99,1937,2839,0.485614931,closed,4
are,wonders,g3,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
around,wonders,g3,6,2,1,4.666666666666667,NA,180,3683,2636,0.656523798,closed,3
as,wonders,g3,2,1,1,4.285714285714286,1.4,782,10205,1587,NA,closed,4
ask,wonders,g3,3,1,1,2,2.7,65,914,1130,1,open,3
at,wonders,g3,2,1,1,3,1.4,753,16216,6045,0.844827586,closed,3
ate,wonders,g3,3,1,1,2,3.9,103,514,1304,1,open,2
away,wonders,g3,4,2,1,2,NA,254,3640,2904,0.652458758,closed,4
back,wonders,g3,4,1,1,5.454545454545454,5,387,5839,4594,1,closed,3
be,wonders,g3,2,1,1,2,1.3,663,11145,5522,0.204887628,closed,4
because,wonders,g3,7,2,1,2,NA,123,2015,4531,0.352443814,closed,4
been,wonders,g3,4,1,1,4,1.9,112,3128,1521,0.05,closed,5
before,wonders,g3,6,2,1,5.5,NA,126,2378,1852,0.705214925,closed,4
best,wonders,g3,4,1,1,6,2.7,102,1106,616,1,open,3
better,wonders,g3,6,2,2,5.6,NA,78,1414,2721,0.675791037,open,3
big,wonders,g3,3,1,1,2,4.5,386,5137,4630,0.972222222,open,3
black,wonders,g3,5,1,1,6,6.4,95,863,1005,1,open,3
blue,wonders,g3,4,1,1,6.333333333333333,6.1,149,787,1930,0.638888889,open,2
both,wonders,g3,4,1,1,2,2.3,49,814,1073,0.1,closed,5
bring,wonders,g3,5,1,1,2,2.6,35,536,1865,1,open,2
brown,wonders,g3,5,1,1,2,5.8,80,577,749,0.820512821,open,2
but,wonders,g3,3,1,1,5.2,1.9,1065,14996,4971,0.885714286,closed,3
buy,wonders,g3,3,1,1,6,3.6,47,495,1140,1,open,3
by,wonders,g3,2,1,1,5.666666666666667,1.6,287,4725,2327,0.686046512,closed,4
call,wonders,g3,4,1,1,5.833333333333333,4.4,69,924,1672,0.972972973,open,2
called,wonders,g3,6,1,2,NA,NA,133,2942,1729,1,open,3
came,wonders,g3,4,1,1,2,2.4,312,4613,1877,1,open,3
can,wonders,g3,3,1,1,5.75,5.1,498,10332,7133,0.74267101,closed,3
carry,wonders,g3,5,2,1,7.555555555555555,NA,23,339,560,0.485614931,open,4
clean,wonders,g3,5,1,1,6.333333333333333,4.5,39,555,1219,0.933333333,open,2
cold,wonders,g3,4,1,1,6.285714285714286,4.2,85,1081,1398,1,open,3
come,wonders,g3,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
could,wonders,g3,5,1,1,3,1.7,438,6712,3150,0.666666667,closed,4
cut,wonders,g3,3,1,1,7.181818181818182,5.1,31,762,1283,0.885714286,open,3
day,wonders,g3,3,1,1,2,4.8,362,4998,2252,0.959349593,open,4
did,wonders,g3,3,1,1,2,1.9,281,6538,6363,0.926829268,closed,3
different,wonders,g3,9,2,2,2,NA,35,1189,1376,0.698387965,open,3
do,wonders,g3,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
does,wonders,g3,4,1,2,2,1.6,99,1655,4077,0.125,closed,5
done,wonders,g3,4,1,1,3,2.3,66,714,2103,0.157894737,closed,4
don't,wonders,g3,5,1,2,2,NA,NA,5101,7721,0.285714286,open,3
down,wonders,g3,4,1,1,9.125,4,502,6766,5356,0.820512821,closed,4
draw,wonders,g3,4,1,1,8.545454545454545,5,14,275,836,0.972222222,open,3
drink,wonders,g3,5,1,1,5.5,5.7,29,403,1824,0.952380952,open,2
each,wonders,g3,4,1,1,4,2.3,93,2262,508,1,closed,3
eat,wonders,g3,3,1,1,5.333333333333333,4.8,148,2135,4176,0.741935484,open,3
eight,wonders,g3,5,1,1,2,5.9,29,218,992,0.714285714,closed,3
even,wonders,g3,4,2,1,4,NA,136,2247,1551,0.357230265,open,3
every,wonders,g3,5,2,1,2,NA,113,1699,796,0.721457114,closed,4
fall,wonders,g3,4,1,1,6.8,4.8,41,620,1698,0.972972973,open,3
far,wonders,g3,3,1,1,2,3.5,57,1135,671,0.93148148099999994,open,3
fast,wonders,g3,4,1,1,8.285714285714286,3,112,1178,888,1,open,3
find,wonders,g3,4,1,1,5,2.5,131,3086,2491,0.523809524,open,4
first,wonders,g3,5,1,1,2,4.1,132,2920,2709,1,closed,4
five,wonders,g3,4,1,1,2,5.8,62,618,1950,0.761904762,closed,3
fly,wonders,g3,3,1,1,5.6,5.9,84,688,721,0.686046512,open,2
for,wonders,g3,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
found,wonders,g3,5,1,1,5,2.7,120,1700,1397,0.96,open,3
four,wonders,g3,4,1,1,2,5.9,79,764,2078,0.345454545,closed,4
from,wonders,g3,4,1,1,3.5,2,365,8306,3013,0.55,closed,5
full,wonders,g3,4,1,1,8.666666666666666,3.4,75,451,695,0.592592593,open,3
funny,wonders,g3,5,2,2,6,NA,44,569,1764,0.710301946,open,2
gave,wonders,g3,4,1,1,2,2.3,96,1181,1104,0.96,open,2
get,wonders,g3,3,1,1,3,1.7,303,7714,6997,1,closed,3
give,wonders,g3,4,1,1,4,2.8,100,1570,3245,0.238095238,open,4
go,wonders,g3,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
goes,wonders,g3,4,1,2,NA,NA,81,542,2848,0.75,open,4
going,wonders,g3,5,2,2,5.333333333333333,NA,210,3706,5274,0.660067682,open,2
good,wonders,g3,4,1,1,5.6,2.6,332,4653,5602,0.537037037,open,4
got,wonders,g3,3,1,1,4,1.8,243,4405,5497,0.954545455,open,3
green,wonders,g3,5,1,1,4.666666666666667,6.2,138,1035,1892,0.95,open,2
grow,wonders,g3,4,1,1,2,3.9,45,919,462,0.475555556,open,3
had,wonders,g3,3,1,1,2,1.7,646,13662,3349,NA,closed,3
has,wonders,g3,3,1,1,2,1.6,163,3159,3217,NA,closed,5
have,wonders,g3,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
he,wonders,g3,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
help,wonders,g3,4,1,1,6.5,2.8,152,3302,2631,1,open,3
her,wonders,g3,3,1,1,2,3.5,1002,14189,3940,0.975806452,closed,4
here,wonders,g3,4,1,1,2,1.8,277,4731,7116,0.36,closed,4
him,wonders,g3,3,1,1,2,4.2,522,8847,4165,0.982698962,closed,3
his,wonders,g3,3,1,1,2,2.6,1279,18416,3954,0.029182879,closed,5
hold,wonders,g3,4,1,1,6.333333333333333,4,45,601,2141,1,open,3
hot,wonders,g3,3,1,1,6,4.4,71,982,1544,0.954545455,open,2
how,wonders,g3,3,1,1,7,1.7,303,6244,5631,0.515555556,closed,4
hurt,wonders,g3,4,1,1,2,3.6,23,587,1663,1,open,2
i,wonders,g3,1,1,1,2,NA,2781,42064,9985,0.292991035,closed,4
if,wonders,g3,2,1,1,3.3333333333333335,1.4,428,6614,4501,1,closed,3
in,wonders,g3,2,1,1,2,1.7,2012,35743,8357,0.897183099,closed,3
into,wonders,g3,4,2,2,8,NA,405,6194,1986,0.455456538,closed,5
is,wonders,g3,2,1,1,6.75,1.2,1304,22752,8304,0.029182879,closed,5
it,wonders,g3,2,1,1,3,1.6,1562,35517,9641,0.976744186,closed,3
its,wonders,g3,3,1,1,4,NA,351,1360,547,1,closed,3
jump,wonders,g3,4,1,1,4.857142857142857,4.8,34,587,955,1,open,2
just,wonders,g3,4,1,1,3.7142857142857144,1.8,447,6239,5575,1,open,3
keep,wonders,g3,4,1,1,7.1,2.8,71,1605,1814,1,open,3
kind,wonders,g3,4,1,1,3.5,2.7,49,1044,2550,0.523809524,open,4
know,wonders,g3,4,1,1,3,2.4,250,5664,6539,0.475555556,open,5
laugh,wonders,g3,5,1,1,2,4.9,14,367,224,0.153846154,open,3
let,wonders,g3,3,1,1,6,1.9,119,2194,3599,1,open,3
light,wonders,g3,5,1,1,6,5.3,59,1163,1289,1,open,3
like,wonders,g3,4,1,1,5.333333333333333,2.7,559,8796,7086,1,closed,3
little,wonders,g3,6,2,1,5.666666666666667,NA,923,6326,5448,0.78402608,closed,4
live,wonders,g3,4,1,1,6.666666666666667,3.5,50,1479,858,0.238095238,open,3
long,wonders,g3,4,1,1,5.333333333333333,3.6,222,3210,1898,0.135135135,open,3
look,wonders,g3,4,1,1,4,3.9,214,5445,5607,0.96969697,open,4
made,wonders,g3,4,1,1,3,2.1,190,3547,2136,0.923076923,open,3
make,wonders,g3,4,1,1,8.666666666666666,2.8,231,4091,4343,0.966666667,open,3
man,wonders,g3,3,1,1,6.666666666666667,6.2,183,4272,1666,0.74267101,open,3
many,wonders,g3,4,2,1,2,NA,93,3156,1576,0.485614931,closed,5
may,wonders,g3,3,1,1,4,3.2,92,1904,883,0.959349593,closed,4
me,wonders,g3,2,1,1,3,3.5,738,9446,7555,0.204887628,closed,4
more,wonders,g3,4,1,1,2,NA,248,3535,5000,1,closed,3
most,wonders,g3,4,1,1,3.3333333333333335,2.3,76,1308,437,0.741935484,closed,3
much,wonders,g3,4,1,1,2,2.2,126,2493,2180,1,closed,3
must,wonders,g3,4,1,1,4,1.9,139,2444,1176,1,closed,3
my,wonders,g3,2,1,1,2,1.7,1104,10595,6232,0.686046512,closed,4
myself,wonders,g3,6,2,2,2,NA,24,437,737,0.843023256,closed,2
never,wonders,g3,5,2,1,2,NA,209,2418,1426,0.675791037,closed,3
new,wonders,g3,3,1,1,2,3,187,2618,2016,0.974025974,open,4
no,wonders,g3,2,1,1,6,2.1,531,6965,8648,0.320135364,closed,3
not,wonders,g3,3,1,1,7,2,829,13592,6562,0.954545455,closed,3
now,wonders,g3,3,1,1,2,1.9,396,5918,6070,0.515555556,closed,4
number,wonders,g3,6,2,2,5.111111111111111,NA,14,319,640,0.997523526,open,3
of,wonders,g3,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
off,wonders,g3,3,1,1,4.222222222222222,2.6,218,2886,4167,0.615384615,closed,4
old,wonders,g3,3,1,1,2,4.3,321,3271,1471,1,open,4
on,wonders,g3,2,1,1,4.25,1.9,1390,20829,7975,0.40023753,closed,3
once,wonders,g3,4,1,1,7.333333333333333,2,120,1348,781,1,closed,5
one,wonders,g3,3,1,1,3.3333333333333335,4.9,675,10518,7257,0.157894737,closed,5
only,wonders,g3,4,2,1,5,NA,129,2762,2001,0.452820169,open,5
open,wonders,g3,4,2,1,6.666666666666667,NA,60,936,2424,0.414854133,open,3
or,wonders,g3,2,1,1,5,1.4,287,5020,3684,0.884318766,closed,4
other,wonders,g3,5,2,1,3.3333333333333335,NA,166,4085,3758,0.622396623,closed,4
our,wonders,g3,3,1,1,4,1.8,192,2239,1958,0.036363636,closed,4
out,wonders,g3,3,1,1,3.8,2.2,648,10800,5624,0.993150685,closed,4
over,wonders,g3,4,2,1,4.666666666666667,NA,301,4574,4670,0.657591208,closed,4
own,wonders,g3,3,1,1,6,2.2,53,1194,866,0.179487179,open,4
part,wonders,g3,4,1,1,5.75,3.3,16,1050,1325,0.838709677,open,2
people,wonders,g3,6,2,1,2,NA,97,5365,2128,0.625,open,4
pick,wonders,g3,4,1,1,4.5,3.8,35,459,1796,1,open,2
place,wonders,g3,5,1,1,7,3.7,98,2146,1272,1,open,3
play,wonders,g3,4,1,1,4.5,4.5,135,1961,4446,0.959349593,open,3
please,wonders,g3,6,1,1,3,2.4,126,652,2463,0.384615385,open,3
pretty,wonders,g3,6,2,1,2,NA,68,555,2332,0.463463526,open,4
pull,wonders,g3,4,1,1,6.666666666666667,4.1,24,333,1221,0.592592593,open,4
put,wonders,g3,3,1,1,2,2.2,189,4176,6124,0.114285714,open,5
ran,wonders,g3,3,1,1,2,4.3,146,2468,487,0.74267101,open,2
read,wonders,g3,4,1,1,2,NA,80,1543,2365,0.082191781,open,3
red,wonders,g3,3,1,1,8,6,192,1580,2257,0.921568627,open,4
ride,wonders,g3,4,1,1,4,4.6,47,695,1277,1,open,2
right,wonders,g3,5,1,1,5.8,3.6,250,4138,6474,1,open,4
round,wonders,g3,5,1,1,7.428571428571429,5.4,85,384,697,0.96,closed,2
run,wonders,g3,3,1,1,8,4.6,97,1455,1001,0.965691221,open,3
said,wonders,g3,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
same,wonders,g3,4,1,1,2,2.4,45,1456,1365,1,open,2
saw,wonders,g3,3,1,1,4.8,3.9,160,3322,1913,0.972222222,open,3
say,wonders,g3,3,1,1,4,2.8,190,2622,4266,0.959349593,open,4
see,wonders,g3,3,1,1,6,3,376,7814,7007,0.926267281,open,4
seven,wonders,g3,5,2,1,2,NA,30,267,1046,0.433053961,closed,2
shall,wonders,g3,5,1,1,6,2,83,307,747,0.027027027,closed,3
she,wonders,g3,3,1,1,2,3.8,1417,21964,4539,0.204887628,closed,4
show,wonders,g3,4,1,1,3.6666666666666665,4,82,1301,2425,0.475555556,open,4
sing,wonders,g3,4,1,1,7,4.9,54,255,937,1,open,3
sit,wonders,g3,3,1,1,7,4.7,71,772,3063,0.976744186,open,2
six,wonders,g3,3,1,1,2,5.5,31,477,1218,1,closed,2
sleep,wonders,g3,5,1,1,2,5.5,111,978,1455,1,open,2
small,wonders,g3,5,1,1,2,4.2,120,1621,1015,0.972972973,open,3
so,wonders,g3,2,1,1,4.5,1.7,821,8343,5354,0.320135364,closed,3
some,wonders,g3,4,1,1,5.333333333333333,2,305,6404,5728,0.340909091,closed,4
soon,wonders,g3,4,1,1,2,2.2,110,1660,795,1,open,3
start,wonders,g3,5,1,1,4.5,2.9,35,645,1137,0.838709677,open,3
stop,wonders,g3,4,1,1,6,4.5,125,1556,1665,1,open,3
such,wonders,g3,4,1,1,4.666666666666667,1.7,61,757,594,1,closed,2
take,wonders,g3,4,1,1,5.6923076923076925,2.8,162,3396,4654,0.966666667,open,3
tell,wonders,g3,4,1,1,8.2,2.5,149,3312,3609,0.9,open,3
ten,wonders,g3,3,1,1,NA,6.3,49,552,998,0.746527778,closed,2
than,wonders,g3,4,1,1,5,1.6,102,2212,1401,0.74267101,closed,2
thank,wonders,g3,5,1,1,4,2.7,73,436,1346,1,open,2
that,wonders,g3,4,1,1,6,2,1280,21483,9160,0.103448276,closed,3
the,wonders,g3,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
their,wonders,g3,5,1,1,2,1.9,322,4030,1544,0.6,closed,3
them,wonders,g3,4,1,1,2,2.5,450,6870,5162,0.568345324,closed,3
then,wonders,g3,4,1,1,5.714285714285714,1.5,587,9965,4775,0.746527778,closed,3
there,wonders,g3,5,1,1,6,NA,634,10264,7192,0.6,closed,4
these,wonders,g3,5,1,1,6,1.6,73,2205,3896,1,closed,3
they,wonders,g3,4,1,1,4,2.3,1043,18450,5266,0.4,closed,4
things,wonders,g3,6,1,2,7.333333333333333,NA,178,3833,2489,1,open,2
think,wonders,g3,5,1,1,3.6,2.6,238,4083,4831,0.952380952,open,3
this,wonders,g3,4,1,1,5,1.8,509,10480,7903,0.859922179,closed,3
those,wonders,g3,5,1,1,6,1.7,93,1004,3877,0.666666667,closed,3
three,wonders,g3,5,1,1,2,5.3,161,1686,2817,0.926267281,closed,3
through,wonders,g3,7,1,1,6.4,1.9,208,2046,1684,0.173913043,closed,3
time,wonders,g3,4,1,1,6.181818181818182,4.2,390,5734,3695,1,open,3
to,wonders,g3,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
today,wonders,g3,5,2,1,3.3333333333333335,NA,72,1184,2492,0.620808056,open,3
together,wonders,g3,8,3,1,3.5,NA,75,1153,1471,0.505494271,open,4
too,wonders,g3,3,1,1,3.3333333333333335,1.3,317,5194,5455,0.707602339,closed,4
try,wonders,g3,3,1,1,6.333333333333333,2,80,1079,2381,0.686046512,open,4
two,wonders,g3,3,1,1,2,4.8,240,3602,4509,0.010152284,closed,5
under,wonders,g3,5,2,1,5.333333333333333,NA,102,1409,1451,0.980369137,closed,3
up,wonders,g3,2,1,1,5.666666666666667,3.8,852,12286,6737,0.96969697,closed,3
upon,wonders,g3,4,2,1,4,NA,78,238,161,0.38226915,closed,3
us,wonders,g3,2,1,1,4,2,167,2789,1940,NA,closed,3
use,wonders,g3,3,1,1,4.5,NA,35,1576,2041,0.7,open,4
used,wonders,g3,4,1,2,6,NA,42,1096,931,1,open,2
very,wonders,g3,4,2,1,5.333333333333333,NA,368,4611,3194,0.630493855,open,4
walk,wonders,g3,4,1,1,4,5.2,75,1117,1174,1,open,4
want,wonders,g3,4,1,1,4,2.4,167,4267,7338,0.066666667,open,4
warm,wonders,g3,4,1,1,7.2,3.5,51,760,719,0.178571429,open,3
was,wonders,g3,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
wash,wonders,g3,4,1,1,7.5,5.1,27,174,980,0.155555556,open,2
water,wonders,g3,5,2,1,4,NA,111,3435,2442,0.513270626,open,5
way,wonders,g3,3,1,1,6,2.3,243,4127,3466,0.959349593,open,4
we,wonders,g3,2,1,1,7,2.3,569,11367,6526,0.204887628,closed,4
well,wonders,g3,4,1,1,8.4,3.3,255,3136,4490,0.9,open,3
went,wonders,g3,4,1,1,4,1.6,355,5767,2909,1,open,3
were,wonders,g3,4,1,1,6,1.5,492,8631,3176,0.04,closed,5
what,wonders,g3,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
when,wonders,g3,4,1,1,7,1.7,643,9441,4713,0.746527778,closed,4
where,wonders,g3,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
which,wonders,g3,5,1,1,6,1.6,74,1325,1933,1,closed,3
white,wonders,g3,5,1,1,6,6.5,92,1140,1195,1,open,3
who,wonders,g3,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
why,wonders,g3,3,1,1,4.666666666666667,1.7,159,3229,4783,0.686046512,closed,4
will,wonders,g3,4,1,1,6.571428571428571,2.6,491,9126,3796,0.979591837,closed,3
wish,wonders,g3,4,1,1,4,3,88,711,451,1,open,2
with,wonders,g3,4,1,1,4.5,1.6,1077,13376,6588,0.545454545,closed,3
word,wonders,g3,4,1,1,6,3.7,25,815,662,0.214285714,open,3
work,wonders,g3,4,1,1,4.5,3.9,77,2422,1858,0.692307692,open,4
would,wonders,g3,5,1,1,8.5,1.6,380,6996,3355,0.666666667,closed,5
write,wonders,g3,5,1,1,2,4.8,25,743,864,1,open,4
years,wonders,g3,5,1,2,2,NA,35,1180,380,0.583333333,open,3
yellow,wonders,g3,6,2,1,3.5,NA,88,524,1414,0.529013779,open,2
yes,wonders,g3,3,1,1,2,2.3,96,2059,4707,0.612244898,closed,2
you,wonders,g3,3,1,1,6,3.1,2217,39429,10398,0.333333333,closed,4
your,wonders,g3,4,1,1,2,NA,508,7775,6703,0.072727273,closed,4
