word,wcbc_freq_z,wcbc_rank_z,tasa_freq_z,tasa_rank_z,coca_freq_z,coca_rank_z,childes_freq_z,childes_rank_z,morphemes_z,syllables_z,aoa_z,letters_z,imageability_z,consistency_z
froggy,-0.02358671893337857,-1.2267031105049229,NA,NA,-0.01432553166533994,-1.395864531706108,-0.0175664434142534,-1.5204249703288064,0.6745907702200353,0.20681717203237465,NA,-0.13865704498549897,NA,-1.1041452137637917
gay,-0.02358671893337857,-1.2263552531270967,-0.0674346433161698,-0.4555991570221359,0.10717022885042843,-1.6898851263108599,-0.04140002509017269,-1.3259934411199363,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.5525896566710162,-0.601085595344387,0.9120738504568284
geoppolis,-0.02358671893337857,-1.2260073957492705,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2752755667000184,NA,NA
grandfather,-0.02358671893337857,-1.2256595383714444,0.0813785438022936,-1.5710653219788904,0.4324561992004501,-1.717744835882464,-0.030737633287787742,-1.4548749215810026,0.6745907702200353,1.4338853353807708,-1.2073733916523735,2.2178973078236965,NA,-0.4206586203964641
guy,-0.02358671893337857,-1.2253116809936182,-0.004898362348099582,-1.4514938970545104,1.5923621435070752,-1.7278756393630474,0.6717258266340438,-1.704032337641885,-0.9916618511930213,-1.0202509913160216,1.4366426434782913,-1.5525896566710162,1.382353358029066,1.085062179179966
johnny,-0.02358671893337857,-1.224963823615792,0.10743532753898953,-1.5877910867748601,0.2740234631522233,-1.7114672012470598,-0.0050224530585064086,-1.5545109956776642,-0.9916618511930213,0.20681717203237465,NA,-0.13865704498549897,NA,-0.18211743149970366
july,-0.02358671893337857,-1.2246159662379659,-0.0471682559654063,-1.2173331899109325,0.17467573585802482,-1.7024945131216287,-0.0163120443786787,-1.5235848188325467,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-1.0812787861091773,NA,-1.9735166206981922
laugh,-0.02358671893337857,-1.2242681088601397,0.14159866621599085,-1.6071858565914636,0.7493924317864294,-1.7233730600383437,0.050171104506780355,-1.620598890979296,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-0.6099679155473381,0.28804221134026453,-2.515756372580045
loris,-0.02358671893337857,-1.2239202514823135,NA,NA,-0.019703328869299402,-0.3157433751448489,NA,NA,NA,NA,NA,-0.6099679155473381,NA,NA
lydia,-0.02358671893337857,-1.2235723941044874,-0.030376106446202266,-1.3532745122951981,0.09584855052630326,-1.6866272504052449,-0.048926419303620884,-0.8988088157419417,-0.9916618511930213,1.4338853353807708,NA,-0.6099679155473381,NA,NA
meadow,-0.02358671893337857,-1.2232245367266612,-0.03385034427776172,-1.3367266811672704,0.06860576205887703,-1.6758253894291526,-0.033246431358937144,-1.4347056758124477,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-0.13865704498549897,NA,-1.0566383621716227
meow,-0.02358671893337857,-1.222876679348835,-0.06453944512320359,-0.7216099907452732,-0.009584578867112519,-1.4904836385728386,0.2838029248825681,-1.6813755515618751,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-1.0812787861091773,NA,-2.226378755016576
names,-0.02358671893337857,-1.222528821971009,0.0640073546444963,-1.5571864958715962,0.50661319222347,-1.7196714203050536,0.10003346617087465,-1.6453398324553903,0.6745907702200353,-1.0202509913160216,NA,-0.6099679155473381,NA,0.6122274202448088
neat,-0.02358671893337857,-1.222180964593183,-0.016479155119964436,-1.4166188981182328,0.15040488795068147,-1.6987604028643624,0.18501900083106051,-1.6673915411623437,-0.9916618511930213,-1.0202509913160216,-0.21586737847837414,-1.0812787861091773,-0.6694800420124372,-0.01313468083143242
nikolai,-0.02358671893337857,-1.2218331072153568,NA,NA,0.0434150277876985,-1.6583562475299416,NA,NA,-0.9916618511930213,1.4338853353807708,NA,0.33265382557634016,NA,NA
noon,-0.02358671893337857,-1.2214852498375306,-0.01879531367433741,-1.4093236177285011,0.14601773760008296,-1.6980460513368854,-0.03826402750123594,-1.3786351725758648,-0.9916618511930213,-1.0202509913160216,0.555303965101403,-1.0812787861091773,-0.3275078086721866,1.085062179179966
number,-0.02358671893337857,-1.2211373924597044,0.1138047635635152,-1.591349760135705,1.0415624930383849,-1.7257001142566402,0.4017164342265898,-1.691258481988467,0.6745907702200353,0.20681717203237465,-0.17914493354600391,-0.13865704498549897,NA,1.0745235122882348
oops,-0.02358671893337857,-1.2207895350818783,NA,NA,0.003152309247528312,-1.5855465092672445,0.613709871238714,-1.7021498747034867,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,NA,-2.461198514961467
pages,-0.02358671893337857,-1.220441677704052,-0.019953392951523895,-1.4039856076872343,0.2953931309890096,-1.7129175513179982,0.052052703060142404,-1.622010738183095,0.6745907702200353,0.20681717203237465,NA,-0.6099679155473381,NA,-1.0698431504094041
pile,-0.02358671893337857,-1.220093820326226,0.07790430597073414,-1.5683963169582569,0.32008854183350766,-1.7139566080852373,0.04327190981111951,-1.615758271994843,-0.9916618511930213,-1.0202509913160216,0.9078394364521585,-1.0812787861091773,0.21964776467221406,1.085062179179966
polar,-0.02358671893337857,-1.2197459629483998,-0.0633813658460171,-0.7934951926343351,0.019497982327984047,-1.6295115987310584,0.0021903413960481116,-1.5684950060771956,0.6745907702200353,0.20681717203237465,0.7756386346956251,-0.6099679155473381,NA,-1.693003640643064
pushing,-0.02358671893337857,-1.2193981055705736,-0.007793560541065796,-1.4429530809884832,0.33211782505289067,-1.7144977834848412,0.09156627268074544,-1.6419782914939645,0.6745907702200353,0.20681717203237465,NA,0.33265382557634016,NA,-0.8569725426513896
rang,-0.02358671893337857,-1.2190502481927474,0.040266729462173356,-1.5329875170178526,0.2769954037123062,-1.7116403773749331,-0.03638242894787389,-1.4035778065096445,-0.9916618511930213,-1.0202509913160216,-0.8768713872610403,-1.0812787861091773,-0.7378744886804873,1.085062179179966
rescue,-0.02358671893337857,-1.2187023908149215,-0.048905374881186035,-1.1934900783932734,0.14375340193525793,-1.6976239345251942,-0.0175664434142534,-1.5198871237749783,-0.9916618511930213,0.20681717203237465,0.11463462591295895,-0.13865704498549897,NA,-1.3479527700139717
rice,-0.02358671893337857,-1.2183545334370953,-0.020532432590117135,-1.4007828016624742,0.1526692236155065,-1.6990851081041245,0.20352138660578734,-1.6704169280276269,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,1.587536698033216,1.085062179179966
sailed,-0.02358671893337857,-1.2180066760592692,-0.024006670421676594,-1.3854805062108422,0.05374605925846272,-1.6664738785239988,-0.04014562605459799,-1.3469694567192334,0.6745907702200353,-1.0202509913160216,NA,-0.13865704498549897,NA,1.085062179179966
santa,-0.02358671893337857,-1.217658818681443,-0.0593280883758644,-0.9584397029094844,0.178850604740046,-1.7030356885212323,0.12041745049896352,-1.6513906061859567,-0.9916618511930213,0.20681717203237465,NA,-0.6099679155473381,NA,NA
snort,-0.02358671893337857,-1.2173109613036168,-0.06859272259335629,-0.2260647252476562,0.023602090720479425,-1.6357459393344942,-0.008158450647443157,-1.5467794514663848,-0.9916618511930213,-1.0202509913160216,-0.5463693828697073,-0.6099679155473381,0.014464424668063879,0.6448367129372825
spicy,-0.02358671893337857,-1.2169631039257907,-0.07032984150913602,0.40755706665073316,0.006902615192394779,-1.5992490703852131,-0.028856034734425693,-1.4664386224883075,0.6745907702200353,0.20681717203237465,1.1061406390869581,-0.6099679155473381,NA,-0.6225820830967731
spoon,-0.02358671893337857,-1.2166152465479645,-0.04601017668821982,-1.2287209446656353,0.10695794738185109,-1.6897119501829865,0.5958346849817745,-1.7013431048727445,-0.9916618511930213,-1.0202509913160216,0.995973304289847,-0.6099679155473381,1.2455644646929656,1.085062179179966
spread,-0.02358671893337857,-1.2162673891701383,0.009577628616731487,-1.4835219573021121,0.5324407709003807,-1.7202234192126495,0.0037583401905164856,-1.5710497772078793,-0.9916618511930213,-1.0202509913160216,0.20906377002476836,-0.13865704498549897,-0.3275078086721866,0.7352940002299218
stack,-0.02358671893337857,-1.2159195317923122,-0.05064249379696576,-1.1651986251745585,0.15365987046886745,-1.69926910773999,0.01191193392175203,-1.583756402042069,-0.9916618511930213,-1.0202509913160216,-0.5463693828697073,-0.6099679155473381,-0.1907189153360863,1.085062179179966
storm,-0.02358671893337857,-1.215571674414486,0.029844015967494985,-1.5191086909105587,0.44342407507694637,-1.7180803646302185,-0.013176046789741954,-1.5328626718860818,-0.9916618511930213,-1.0202509913160216,0.7756386346956251,-0.6099679155473381,1.1771700180249156,-0.3334420976255047
sugar,-0.02358671893337857,-1.2152238170366598,0.003208192592205817,-1.4724900698834937,0.21925484425926772,-1.7074300327660155,0.3521676723213892,-1.6885692492193265,-0.9916618511930213,0.20681717203237465,-0.21586737847837414,-0.6099679155473381,NA,-2.1884520203056415
swing,-0.02358671893337857,-1.2148759596588337,-0.03327130463916848,-1.3383280841796505,0.20064483551398696,-1.7056333304393307,0.2499341509220512,-1.6767366250351075,-0.9916618511930213,-1.0202509913160216,-0.05061637628270759,-0.6099679155473381,0.903592231352715,1.085062179179966
talked,-0.02358671893337857,-1.2145281022810077,0.17807816344736516,-1.6194632796863777,0.713446103107332,-1.7230158842746053,0.02884632090201047,-1.6051358025567373,0.6745907702200353,-1.0202509913160216,NA,-0.13865704498549897,NA,-0.617142954688804
threw,-0.02358671893337857,-1.2141802449031815,0.09411741585134493,-1.5803178727170866,0.5364033583138245,-1.7203424778005625,0.11320465604440899,-1.6497098357052438,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-0.6099679155473381,-0.3275078086721866,0.9745293781688636
tied,-0.02358671893337857,-1.2138323875253554,0.06632351319886928,-1.559143766220061,0.3419535330969744,-1.714919900296532,0.014107132234007754,-1.5870507121842663,0.6745907702200353,-1.0202509913160216,NA,-1.0812787861091773,NA,1.085062179179966
turning,-0.02358671893337857,-1.2134845301475292,0.02926497632890174,-1.517863155234263,0.8089020034776124,-1.7239358824539317,0.12668944567683701,-1.6525335301128414,0.6745907702200353,0.20681717203237465,NA,0.33265382557634016,NA,1.085062179179966
w,-0.02358671893337857,-1.213136672769703,-0.06859272259335629,-0.2107624297960242,0.15613648760226984,-1.6996479305197125,0.28317572536478075,-1.6813083207426467,-0.9916618511930213,1.4338853353807708,NA,-2.4952113977946944,NA,NA
women,-0.02358671893337857,-1.2127888153918769,0.06227023572871658,-1.5548733581870473,2.045370797451134,-1.728654931938477,-0.025720037145488945,-1.4839186354877218,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-0.6099679155473381,NA,-3.14394125319632
yap,-0.02358671893337857,-1.2124409580140507,NA,NA,-0.01404248970723681,-1.4027374592810764,-0.04140002509017269,-1.3218923611469968,-0.9916618511930213,-1.0202509913160216,0.11463462591295895,-1.5525896566710162,-1.0114522753526876,1.0355794717010942
amos,-0.030074435081591546,-1.2120931006362246,-0.05701192982149143,-1.0420685268893337,0.02353133023095364,-1.63572429231851,NA,NA,-0.9916618511930213,0.20681717203237465,NA,-1.0812787861091773,NA,NA
bake,-0.030074435081591546,-1.2117452432583984,-0.029797066807609022,-1.3582566550003805,0.019568742817509827,-1.6297821864308601,0.0037583401905164856,-1.571654854580936,-0.9916618511930213,-1.0202509913160216,-0.5463693828697073,-1.0812787861091773,0.42483110467636426,0.9432117527760728
balloons,-0.030074435081591546,-1.2113973858805722,-0.048905374881186035,-1.1988280884345404,0.026644791770088067,-1.640378400755103,0.10379666327759875,-1.646348294743818,0.6745907702200353,0.20681717203237465,NA,0.8039646961381792,NA,-0.37660520683540044
bedroom,-0.030074435081591546,-1.211049528502746,0.0037872322307990597,-1.4744473402319582,0.874426216778487,-1.724541998901488,-0.011921647754167255,-1.5369637518590213,0.6745907702200353,0.20681717203237465,-1.2073733916523735,0.33265382557634016,NA,-0.62927989006893
boring,-0.030074435081591546,-1.21070167112492,-0.06106520729164413,-0.9136004185628419,0.12040244039174974,-1.6930888846765144,0.0046991394671975105,-1.5731339326039633,0.6745907702200353,0.20681717203237465,NA,-0.13865704498549897,NA,-0.9008438117521033
bought,-0.030074435081591546,-1.210353813747094,0.033897293437647684,-1.5246246346198677,0.6252785331582071,-1.7218144748874848,0.20195338781131897,-1.6700135431122558,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-0.13865704498549897,-0.8746633820165873,0.7810969785271911
chicks,-0.030074435081591546,-1.2100059563692678,-0.04427305777244009,-1.249895051162661,0.011855849459199546,-1.6130490430751103,-0.007531251129655807,-1.5489308376816975,0.6745907702200353,-1.0202509913160216,NA,-0.13865704498549897,NA,1.085062179179966
classroom,-0.030074435081591546,-1.2096580989914416,-0.014162996565591467,-1.425337647852302,0.08664968688795154,-1.6834343155475824,-0.04422242292021576,-1.2514344625955114,0.6745907702200353,0.20681717203237465,-1.2073733916523735,1.2752755667000184,NA,0.5047649759994354
climbing,-0.030074435081591546,-1.2093102416136154,-0.026901868614642808,-1.3703561444272523,0.18359155753827341,-1.7037067460167412,0.06177429558584632,-1.6281959735521185,0.6745907702200353,0.20681717203237465,NA,0.8039646961381792,NA,-0.4192806810850842
clover,-0.030074435081591546,-1.2089623842357893,-0.055853850544304945,-1.0696482454358798,5.341711350743633e-4,-1.5741493553515882,-0.04296802388464106,-1.2889492597250236,-0.9916618511930213,0.20681717203237465,-0.5463693828697073,-0.13865704498549897,NA,-0.37206282988054334
conductor,-0.030074435081591546,-1.2086145268579631,-0.06106520729164413,-0.9119990155504618,0.027210875686294326,-1.6410278112346275,-0.03889122701902329,-1.3711725516414994,0.6745907702200353,1.4338853353807708,-0.32603471327548506,1.2752755667000184,NA,0.05079654383282037
diamond,-0.030074435081591546,-1.208266669480137,-0.06222328656883062,-0.8662700628636081,0.1426919945923712,-1.6974615819053132,0.00532633898498486,-1.5742096257116196,-0.9916618511930213,0.20681717203237465,-0.21586737847837414,0.33265382557634016,NA,-1.5610637504144529
discovered,-0.030074435081591546,-1.2079188121023108,-0.030955146084795507,-1.3511393082786913,0.3887262166735166,-1.716586720527312,-0.04453602267910944,-1.237988298749808,0.6745907702200353,1.4338853353807708,NA,1.7465864372618576,NA,-0.9411889331294176
either,-0.030074435081591546,-1.2075709547244846,0.13522923019146518,-1.603627183230619,1.4539546259946448,-1.7274102285193882,0.33491968558223706,-1.6867540171001565,-0.9916618511930213,0.20681717203237465,0.7756386346956251,-0.13865704498549897,NA,-0.5696518995602768
em,-0.030074435081591546,-1.2072230973466584,-0.07032984150913602,0.23353793930542993,0.41419999290279824,-1.7172469545148286,0.5080267524915455,-1.6967714091652055,-0.9916618511930213,-1.0202509913160216,2.4281486566522905,-2.0239005272328554,NA,NA
feed,-0.030074435081591546,-1.2068752399688323,0.05995407717434361,-1.5532719551746672,0.2530075977630659,-1.71006014520809,0.202894187088,-1.6700807739314842,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,-0.05393002199998598,1.085062179179966
ferdinand,-0.030074435081591546,-1.2065273825910063,-0.06917176223194953,-0.15649266104314333,-0.008806213482328913,-1.5008742062452318,NA,NA,-0.9916618511930213,1.4338853353807708,NA,1.2752755667000184,NA,NA
fiddle,-0.030074435081591546,-1.2061795252131802,-0.06164424693023737,-0.8901131743812672,0.010723681626787029,-1.6103864601090596,-0.03167843256446877,-1.4471433773697233,-0.9916618511930213,0.20681717203237465,-0.5463693828697073,-0.13865704498549897,NA,0.16598239066555825
flat,-0.030074435081591546,-1.205831667835354,0.08079950416370035,-1.5705315209747637,0.6062439614757716,-1.7215980047276431,0.0956430695463632,-1.6435918311554487,-0.9916618511930213,-1.0202509913160216,1.0117114949751485,-1.0812787861091773,-0.25911336200413676,0.4247239798159403
forward,-0.030074435081591546,-1.2054838104575278,0.048952324041072,-1.5425959350921332,1.3957187431149258,-1.7272045818675388,-0.015371245101997678,-1.5265429748786012,-0.9916618511930213,0.20681717203237465,0.2468354276694923,0.33265382557634016,NA,0.1296685506406312
gang,-0.030074435081591546,-1.2051359530797017,-0.048905374881186035,-1.1965149507499913,0.12231297360894587,-1.693478530964229,-0.025092837627701595,-1.486944022353005,-0.9916618511930213,-1.0202509913160216,-0.8768713872610403,-1.0812787861091773,0.6984088913485649,1.085062179179966
gently,-0.030074435081591546,-1.2047880957018755,-0.0014241245165401255,-1.4614581824648754,0.499466382781366,-1.71944412663722,0.009716735609496307,-1.5805965535383286,0.6745907702200353,0.20681717203237465,-1.2073733916523735,-0.13865704498549897,NA,0.8817607771682774
golden,-0.030074435081591546,-1.2044402383240493,-0.010109719095438768,-1.436725402607005,0.38639112051916574,-1.716456838431407,-0.015057645343104003,-1.5273497447093436,0.6745907702200353,0.20681717203237465,-0.5463693828697073,-0.13865704498549897,NA,-0.45184001831239134
gonna,-0.030074435081591546,-1.2040923809462232,-0.04311497849525361,-1.2618166069214907,-0.01871268201593845,-1.0468713400096008,11.390879185378742,-1.7290422023948935,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-0.6099679155473381,NA,-1.9471855669454543
ha,-0.030074435081591546,-1.203744523568397,-0.019953392951523895,-1.4048752760274454,0.19979570963967758,-1.7054818013274418,0.5233931406773357,-1.697510948176719,-0.9916618511930213,-1.0202509913160216,NA,-2.0239005272328554,NA,NA
ham,-0.030074435081591546,-1.2033966661905708,-0.030376106446202266,-1.353986246967367,0.051906286530792385,-1.6651967045809337,0.03480471632099029,-1.610043652360419,-0.9916618511930213,-1.0202509913160216,0.7756386346956251,-1.5525896566710162,1.5191422513651662,0.7969284990842253
hate,-0.030074435081591546,-1.2030488088127447,0.040266729462173356,-1.533165450685895,0.4754785768321258,-1.7188380101896639,0.09627026906415055,-1.6439279852515913,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,-1.0114522753526876,1.085062179179966
hunt,-0.030074435081591546,-1.2027009514349187,0.05011040331825848,-1.5445532054405977,0.16292949459674494,-1.700708634302936,-0.026974436181063644,-1.4780695542148408,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,0.08285887133611373,1.085062179179966
j,-0.030074435081591546,-1.2023530940570926,-0.06917176223194953,-0.13496268721003324,0.09273508898716883,-1.685512429082061,0.1069326608665355,-1.6473567570322456,-0.9916618511930213,-1.0202509913160216,NA,-2.4952113977946944,NA,NA
joy,-0.030074435081591546,-1.2020052366792664,-0.018216274035744166,-1.4125264237532613,0.33381607680150943,-1.7145519010248016,-0.037323228224554916,-1.3931570295292244,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.5525896566710162,-0.5326911486763368,0.8824187092411072
kangaroo,-0.030074435081591546,-1.2016573793014402,-0.03269226500057523,-1.3429543595487485,-0.008806213482328913,-1.500733500641335,0.1442510321748828,-1.6574413799165233,-0.9916618511930213,1.4338853353807708,-1.2073733916523735,0.8039646961381792,NA,-0.8789106560379725
key,-0.030074435081591546,-1.201309521923614,0.05995407717434361,-1.5529160878385828,0.49741432858511836,-1.7194116561132438,0.15334542518279937,-1.65986168940875,-0.9916618511930213,-1.0202509913160216,0.49235120236019686,-1.5525896566710162,1.313958911361016,-1.2554698798895925
killed,-0.030074435081591546,-1.200961664545788,0.05995407717434361,-1.5527381541705405,0.8115201415900664,-1.7239467059619238,0.024455924277499024,-1.5999590294761414,0.6745907702200353,-1.0202509913160216,NA,-0.13865704498549897,NA,1.085062179179966
kings,-0.030074435081591546,-1.2006138071679617,-0.06106520729164413,-0.9079065411854905,0.039947763800935156,-1.6553906063401127,-0.04077282557238534,-1.337422680388784,0.6745907702200353,-1.0202509913160216,NA,-0.6099679155473381,NA,1.085062179179966
less,-0.030074435081591546,-1.2002659497901356,0.038529610546393624,-1.5313861140054725,1.3144149406498018,-1.7269123471517527,-0.014430445825316654,-1.5291649768285134,-0.9916618511930213,-1.0202509913160216,-0.32603471327548506,-1.0812787861091773,-1.2166356153568378,1.085062179179966
lie,-0.030074435081591546,-1.1999180924123094,0.01420994572547743,-1.4950876457248572,0.5935778338506567,-1.7213815345678016,0.15271822566501203,-1.6596599969510641,-0.9916618511930213,-1.0202509913160216,-0.5463693828697073,-1.5525896566710162,-0.8746633820165873,-1.751946378686488
monday,-0.030074435081591546,-1.1995702350344832,-0.013004917288404982,-1.4276507855368512,0.16342481802342543,-1.7008276928908488,0.1094414589376849,-1.648297988501445,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-0.13865704498549897,NA,0.07716891010415726
moonlight,-0.030074435081591546,-1.199222377656657,-0.05295865235133873,-1.1255194172011407,0.12528491416902873,-1.6940954709197775,-0.04547682195579046,-1.1901871862783326,0.6745907702200353,0.20681717203237465,-1.2073733916523735,1.2752755667000184,NA,1.085062179179966
nail,-0.030074435081591546,-1.198874520278831,-0.03790362174791442,-1.30718969227226,0.09627311346345795,-1.6867571325011497,0.018497528858519203,-1.5927653318186903,-0.9916618511930213,-1.0202509913160216,0.445136630304292,-1.0812787861091773,1.4507478046971158,1.085062179179966
needed,-0.030074435081591546,-1.198526662901005,0.18097336164033137,-1.6203529480265888,1.3150517850555339,-1.7269231706597448,0.012852733198433055,-1.585571634161239,0.6745907702200353,0.20681717203237465,NA,-0.13865704498549897,NA,0.6872988285399743
pair,-0.030074435081591546,-1.1981788055231788,-0.0020031641551333684,-1.4595009121164106,0.5644245121660343,-1.7208944767081582,0.051425503542355054,-1.6216745840869524,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.0812787861091773,-0.12232446866803644,1.085062179179966
parties,-0.030074435081591546,-1.1978309481453526,-0.05469577126711846,-1.089043015252483,0.153164547042187,-1.6992149902000295,-0.03669602870676757,-1.4004851888251326,0.6745907702200353,0.20681717203237465,-1.2073733916523735,0.33265382557634016,NA,0.7191587296777744
path,-0.030074435081591546,-1.1974830907675265,0.08774797982681927,-1.5764033320201574,0.5766660768539946,-1.7210784763440237,-0.02666083642216997,-1.4796158630570968,-0.9916618511930213,-1.0202509913160216,-0.1057000436812632,-1.0812787861091773,0.6984088913485649,1.085062179179966
plenty,-0.030074435081591546,-1.1971352333897003,0.022895540304376072,-1.5070092014836867,0.3217867935821264,-1.714054019657166,0.033863917044309265,-1.6094385749873623,-0.9916618511930213,0.20681717203237465,-0.5463693828697073,-0.13865704498549897,NA,0.34243363019137163
polite,-0.030074435081591546,-1.1967873760118741,-0.05469577126711846,-1.088331280580314,0.14990956452400098,-1.6986846383084178,-0.03606882918898022,-1.406670424194156,-0.9916618511930213,0.20681717203237465,-1.2073733916523735,-0.13865704498549897,NA,-0.7477125527625991
pool,-0.030074435081591546,-1.196439518634048,0.03737153126920714,-1.5292509099889657,0.48255462578470404,-1.719011186317537,0.15146382662943733,-1.6591221503972362,-0.9916618511930213,-1.0202509913160216,-0.05061637628270759,-1.0812787861091773,1.5191422513651662,0.8013613221166666
presents,-0.030074435081591546,-1.1960916612562218,-0.04195689921806712,-1.2708912239916446,0.06641218688357778,-1.6745806860100638,0.08341267894950989,-1.638280596436396,0.6745907702200353,0.20681717203237465,NA,0.8039646961381792,NA,-0.6978049748823139
problem,-0.030074435081591546,-1.1957438038783956,0.07037679066902199,-1.5628803732489478,0.9609662954685189,-1.725234703412981,0.11383185556219634,-1.6497770665244722,-0.9916618511930213,0.20681717203237465,-0.21586737847837414,0.33265382557634016,NA,-1.6418177322403202
pup,-0.030074435081591546,-1.1953959465005695,-0.04485209741103333,-1.240642500424465,0.012988017291612065,-1.6158739786610423,-0.031051233046681417,-1.451647842258034,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.5525896566710162,1.0403811246888153,0.9561072460855174
r,-0.030074435081591546,-1.1950480891227433,-0.06048616765305089,-0.9200060306123623,0.4184456222743452,-1.7174201306427017,0.17937420517097438,-1.6661813864162303,-0.9916618511930213,-1.0202509913160216,NA,-2.4952113977946944,NA,NA
remembered,-0.030074435081591546,-1.1947002317449174,0.06748159247605577,-1.5602113682283143,0.8413103076804208,-1.7242172936617257,-0.0200752414854028,-1.5104075782637574,0.6745907702200353,1.4338853353807708,NA,1.7465864372618576,NA,-0.37359546133897636
rob,-0.030074435081591546,-1.1943523743670912,-0.0014241245165401255,-1.4611023151287907,0.13200716067397805,-1.6955025269587474,-0.02666083642216997,-1.4792797089609542,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-1.5525896566710162,-0.1907189153360863,-0.9992706362389516
salsa,-0.030074435081591546,-1.194004516989265,NA,NA,-0.004419063131730404,-1.5429018877784642,-0.05018081833919558,-0.5022142131129221,-0.9916618511930213,0.20681717203237465,NA,-0.6099679155473381,NA,NA
seahorse,-0.030074435081591546,-1.1936566596114389,NA,NA,-0.018641921526412666,-1.0559414397069606,-0.03700962846566124,-1.3961151855752791,0.6745907702200353,0.20681717203237465,-1.2073733916523735,0.8039646961381792,NA,0.2779821605720543
shy,-0.030074435081591546,-1.1933088022336127,-0.04427305777244009,-1.245980510465732,0.2865480697982868,-1.7122789643464655,-0.008785650165230507,-1.545098680985672,-0.9916618511930213,-1.0202509913160216,0.445136630304292,-1.5525896566710162,-1.0798467220207377,-0.2509709184940522
simply,-0.030074435081591546,-1.1929609448557865,-0.04021978030228739,-1.2854817847711075,0.7932639352924146,-1.7237843533420427,-0.03889122701902329,-1.367878241499302,0.6745907702200353,0.20681717203237465,-0.1057000436812632,-0.13865704498549897,NA,0.844948382537204
single,-0.030074435081591546,-1.1926130874779604,-0.024585710060269838,-1.3810321645097863,0.8593542325094953,-1.724401293297591,-0.021956840038764847,-1.5023398799563354,-0.9916618511930213,0.20681717203237465,-0.7667040524639293,-0.13865704498549897,NA,-0.8673790971471684
skates,-0.030074435081591546,-1.1922652301001342,-0.017637234397150925,-1.4139498930975993,0.009237711346745598,-1.6058730572763638,-0.019134442208721774,-1.5133657343098121,0.6745907702200353,-1.0202509913160216,NA,-0.13865704498549897,NA,1.085062179179966
sleigh,-0.030074435081591546,-1.191917372722308,-0.06917176223194953,-0.08887786718709505,-3.191278113189582e-5,-1.5710213615418782,-0.020702441003190148,-1.5073821913984742,-0.9916618511930213,-1.0202509913160216,-1.2073733916523735,-0.13865704498549897,1.0403811246888153,0.3449729925766156
slice,-0.030074435081591546,-1.1915695153444819,-0.06164424693023737,-0.8764122819420154,0.08381926730692024,-1.6823627882563668,0.1317070418191358,-1.6542143005935543,-0.9916618511930213,-1.0202509913160216,0.11463462591295895,-0.6099679155473381,0.5616199980124645,1.085062179179966
snack,-0.030074435081591546,-1.1912216579666557,-0.05237961271274549,-1.1338822995991256,0.03428692463887257,-1.6495350885163995,0.1455054312104575,-1.6578447648318944,-0.9916618511930213,-1.0202509913160216,0.7756386346956251,-0.6099679155473381,0.7668033380166147,1.085062179179966
spy,-0.030074435081591546,-1.1908738005888295,-0.05874904873727116,-0.9796138094065101,0.07256834947232084,-1.6776870328037898,-0.031051233046681417,-1.451042764884977,-0.9916618511930213,-1.0202509913160216,-0.7667040524639293,-1.5525896566710162,-0.12232446866803644,-0.2509709184940522
sunny,-0.030074435081591546,-1.1905259432110036,-0.025743789337456323,-1.3748044861283082,0.12386970437851308,-1.6938032362039914,0.023515125000818,-1.5987488747300282,0.6745907702200353,0.20681717203237465,-0.21586737847837414,-0.6099679155473381,NA,-0.14775160779651453
super,-0.030074435081591546,-1.1901780858331774,-0.041377859579473875,-1.275161632024658,0.09974037745022128,-1.6877745422524049,0.07902228232499844,-1.636599825955683,-0.9916618511930213,0.20681717203237465,1.6569773130725132,-0.6099679155473381,NA,-0.22552834347747575
teach,-0.030074435081591546,-1.1898302284553512,0.0124728268096977,-1.4915289723640126,0.27034391769688265,-1.711218260563242,0.07902228232499844,-1.6365325951364544,-0.9916618511930213,-1.0202509913160216,-0.5463693828697073,-0.6099679155473381,-0.5326911486763368,1.085062179179966
