source,word,Z,var,source_order
Dolch,floor,0.1515816170683718,wcbc,1
Dolch,flower,0.04777815869696417,wcbc,1
Dolch,game,-0.00412357048873964,wcbc,1
Dolch,garden,0.3656762499594,wcbc,1
Dolch,girl,0.4110902629968908,wcbc,1
Dolch,goodbye,0.00885186180768631,wcbc,1
Dolch,grass,0.3072868046254832,wcbc,1
Dolch,ground,0.22294649469871453,wcbc,1
Dolch,hand,0.31377452077369616,wcbc,1
Dolch,head,0.7354760704075397,wcbc,1
Dolch,hill,0.31377452077369616,wcbc,1
Dolch,home,1.5853668858234395,wcbc,1
Dolch,horse,0.12563075247551989,wcbc,1
Dolch,house,1.844875531751959,wcbc,1
Dolch,kitty,-0.07548844811908238,wcbc,1
Dolch,leg,0.04129044254875119,wcbc,1
Dolch,letter,0.02831501025232524,wcbc,1
Dolch,man,1.0728373101146145,wcbc,1
Dolch,men,0.11265532017909394,wcbc,1
Dolch,milk,0.2553850754397794,wcbc,1
Dolch,money,0.03480272640053822,wcbc,1
Dolch,morning,0.7549392188521786,wcbc,1
Dolch,mother,1.7410720733805511,wcbc,1
Dolch,name,0.5343568698129374,wcbc,1
Dolch,nest,-0.00412357048873964,wcbc,1
Dolch,night,1.6242931827127174,wcbc,1
Dolch,paper,0.10616760403088096,wcbc,1
Dolch,party,0.19050791395764963,wcbc,1
Dolch,picture,0.08670445558624203,wcbc,1
Dolch,pig,0.26836050773620534,wcbc,1
Dolch,rabbit,0.093192171734455,wcbc,1
Dolch,rain,0.3786516822558259,wcbc,1
Dolch,ring,0.0672413071416031,wcbc,1
Dolch,robin,0.13211846862373286,wcbc,1
Dolch,santa claus,NA,wcbc,1
Dolch,school,0.7419637865557527,wcbc,1
Dolch,seed,-0.05602529967444345,wcbc,1
Dolch,sheep,0.3007990884772702,wcbc,1
Dolch,shoe,0.10616760403088096,wcbc,1
Dolch,sister,0.35270081766297406,wcbc,1
Dolch,snow,0.6770866250736228,wcbc,1
Dolch,song,0.2748482238844183,wcbc,1
Dolch,squirrel,-0.0430498673780175,wcbc,1
Dolch,stick,0.099679887882668,wcbc,1
Dolch,street,0.4110902629968908,wcbc,1
Dolch,sun,0.5019182890718725,wcbc,1
Dolch,table,0.0672413071416031,wcbc,1
Dolch,thing,0.8717181095200122,wcbc,1
Dolch,time,2.4157945527947007,wcbc,1
Dolch,top,0.47596742447902063,wcbc,1
Dolch,toy,0.1775324816612237,wcbc,1
Dolch,tree,1.176640768486022,wcbc,1
Dolch,watch,0.2748482238844183,wcbc,1
Dolch,water,0.6057217474432801,wcbc,1
Dolch,way,1.4621002790073931,wcbc,1
Dolch,wind,0.3202622369219092,wcbc,1
Dolch,window,0.38513939840403894,wcbc,1
Dolch,wood,0.093192171734455,wcbc,1
Dolch,a,-1.731096308352836,wcbc_rank,1
Dolch,and,-1.731444165730662,wcbc_rank,1
Dolch,away,-1.698397714837178,wcbc_rank,1
Dolch,big,-1.7105727230610932,wcbc_rank,1
Dolch,blue,-1.67926555905674,wcbc_rank,1
Dolch,can,-1.7143991542171808,wcbc_rank,1
Dolch,come,-1.7011805738597872,wcbc_rank,1
Dolch,down,-1.714747011595007,wcbc_rank,1
Dolch,find,-1.6705691246110863,wcbc_rank,1
Dolch,for,-1.7258784476854436,wcbc_rank,1
Dolch,funny,-1.5474276128606304,wcbc_rank,1
Dolch,go,-1.7157905837284857,wcbc_rank,1
Dolch,help,-1.679961273812392,wcbc_rank,1
Dolch,here,-1.7001370017263089,wcbc_rank,1
Dolch,i,-1.7304005935971836,wcbc_rank,1
Dolch,in,-1.729009164085879,wcbc_rank,1
Dolch,is,-1.726922019818922,wcbc_rank,1
Dolch,it,-1.7283134493302266,wcbc_rank,1
Dolch,jump,-1.4980318652093174,wcbc_rank,1
Dolch,little,-1.723443446040661,wcbc_rank,1
Dolch,look,-1.6928319967919596,wcbc_rank,1
Dolch,make,-1.6945712836810904,wcbc_rank,1
Dolch,me,-1.7213563017737037,wcbc_rank,1
Dolch,my,-1.7255305903076177,wcbc_rank,1
Dolch,not,-1.7227477312850084,wcbc_rank,1
Dolch,one,-1.7210084443958775,wcbc_rank,1
Dolch,play,-1.6730041262558693,wcbc_rank,1
Dolch,red,-1.6893534230136982,wcbc_rank,1
Dolch,run,-1.6479583950523866,wcbc_rank,1
Dolch,said,-1.7276177345745745,wcbc_rank,1
Dolch,see,-1.7098770083054409,wcbc_rank,1
Dolch,the,-1.7317920231084882,wcbc_rank,1
Dolch,three,-1.6827441328350017,wcbc_rank,1
Dolch,to,-1.7307484509750095,wcbc_rank,1
Dolch,two,-1.695614855814569,wcbc_rank,1
Dolch,up,-1.7230955886628343,wcbc_rank,1
Dolch,we,-1.717529870617616,wcbc_rank,1
Dolch,where,-1.7036155755045703,wcbc_rank,1
Dolch,yellow,-1.637174816339776,wcbc_rank,1
Dolch,you,-1.7297048788415312,wcbc_rank,1
Dolch,all,-1.724487018174139,wcbc_rank,1
Dolch,am,-1.6900491377693505,wcbc_rank,1
