word,aoa
smooth,7
smooth talk,10
smoothie,8
smoothly,2
smoothness,6
smorgasbord,12
smote,12
smother,8
smoulder,10
smudge,8.5
smug,10
smuggle,6
smuggler,6
smut,12
smutty,10
snack,8
snaffle,12
snag,8.5
snail,2
snake,2
snap,7
snapdragon,8
snapper,12
snappish,10
snappy,4
snapshot,4
snare,10
snare drum,4
snarl,8.5
snatch,3
snatches,6
snath,12
snazzy,8
sneak,3
sneaker,2
sneakers,4
sneaking,12
sneaky,4
sneer,6.666666666666667
sneeze,2
snicker,6
snickersnee,13
snide,12
sniff,6
sniffle,6
snifter,13
snigger,10
snip,7.333333333333333
snipe,11
snipe at,12
sniper,10
snippet,12
snippy,8
snitch,8
snivel,14
snob,6
snobbery,8
snobbish,10
snood,14
snoop,6
snooping,4
snoopy,6
snoot,6
snootful,12
snooty,10
snooze,4
snore,4
snorkel,9
snort,4
snot,4
snotty,6
snout,4
snow,8.666666666666666
snow job,12
snow-blind,6
snow-bound,6
snow-ca pped,4
snow-clad,12
snow-white,2
snowball,7
snowbank,2
snowbird,13
snowdrift,4
snowdrop,13
snowfall,2
snowflake,2
snowiness,6
snowman,2
snowplow,4
snowshoes,2
snowstorm,4
snowy,2
snub,8
snub nose,6
snuff,7.333333333333333
snuff out,12
snuffbox,8
snuffle,8
snug,4
snugger,6
snuggle,5
snugly,4
so,4.5
so big,2
so far,6
so goes,4
so long,4
so right,2
so-and-so,8
so-called,8
so-so,4
soak,4
soap,2
soap opera,8
soapbox,10
soapstone,10
soapsuds,6
soapy,2
soar,8
soaring,7
sob,4
sob sister,12
sob story,8
sobeit,12
sober,6
sobriety,12
sobriquet,12
soccer,10
sociability,8
sociable,8
social,4.666666666666667
social science,12
social security,8
social studies,8
social worker,8
socialism,10
socialist,4
socialite,10
socialize,10
socially,12
society,8
sociodrama,12
socioeconomic,12
sociogram,14
sociology,8
sock,3
sockdolager,12
socket,4
sod,6
soda,4
soda cracker,4
soda fountain,4
soda jerk,8
soda pop,2
soda water,2
sodality,12
sodden,12
sodium,6
sodium pentothal,12
sodomy,12
soeur,12
sofa,4
soffit,14
soft,5.2
soft drink,6
soft goods,12
soft palate,12
soft soap,10
soft-hearted,4
soft-pedal,12
soft-spoken,8
softball,2
soften,4
softness,4
software,12
softwood,12
softy,8
soggy,4
soignee,12
soil,4
soir,12
soiree,14
sojourn,14
sojourner,12
sol,13
solace,12
solar,8
solar battery,8
solar cell,8
solar plexus,12
solar system,6
solarium,14
sold,4.666666666666667
sold out,12
solder,10
soldier,4
soldier of fortune,12
sole,7.25
solecism,14
solely,10
solemn,9
solemnity,10
solemnize,12
solenoid,12
solicit,12
solicitation,12
solicitor,12.666666666666666
solicitor general,12
solicitous,14
solicitude,14
solid,5.666666666666667
solidarity,13
solidification,12
solidify,12
solidity,12
soliloquy,13
solipsism,13
solitaire,9
solitary,8
solitary confinement,6
solitude,10
solmization,14
solo,5
soloist,6
solon,13
solstice,13
solstices,12
soluble,11
solute,12
solution,7
solvable,6
solve,2
solvency,12
solvent,12.333333333333334
soma,13
somatic,12
somber,11
sombrero,6
some,5.333333333333333
somebody,3
someday,4
somehow,4
someone,4
somersault,4
something,6.4
something like,6
sometime,9.333333333333334
sometimes,4
someway,4
somewhat,4
somewhere,7
somewhile,12
somnambulism,14
somnolence,14
somnolent,12
somnus,12
son,2
son-in-law,4
sonar,8
sonata,12
song,5
songbird,2
songster,6
sonic,6
sonicboom,6
soniferous,13
sonnet,10
sonny,2
sonorous,13
sons,6
soon,2
sooner,5
soot,14
sootfall,14
sooth,12
soothe,6
soothsayer,10
sop,10
sophist,14
sophisticate,8
sophisticated,8
sophistry,13
sophomore,10
sophomoric,13
soporific,14
sopping,6
soprano,6
sorbonne,13
sorcerer,12
sorceress,10
sorcery,12
sordid,14
sore,5.5
sorehead,6
sorely,12
soreness,4
sorghum,14
sorority,8
sorrel,12
sorrow,2
sorrowful,4
sorry,4
sort,5
sort out,6
sorter,6
sortie,13
sos,6
sot,14
sotto voce,13
sou,13.5
sou'wester,13
soubrette,13
souffle,14
sough,14
sought,7
soul,3.3333333333333335
soul food,12
soulbrother,8
soulful,12
soulless,10
sound,8.3
sound barrier,8
sound off,8
sound out,12
sounding,12
soundless,2
soundly,13
soundness,12
soundproof,4
sounds good,6
soup,2
soupcon,12
souped-up,8
soupy,8
sour,7
sour grapes,12
source,8
sourdough,12
sourgum,12
sourpuss,4
sousaphone,10
souse,12.5
souse meat,12
soused,12
soutane,12
south,2
southbound,6
southeast,2
southeaster,10
southeastern,6
southerly,7
southern,2
southerner,4
southernmost,6
southland,4
southpaw,8
southward,2
southwest,6
southwest wind,6
southwester,12
souvenir,6
sovereign,11.75
sovereignty,12
soviet,6
sow,6
sowbelly,12
sower,8
sown,8
sox,6
soy,12
soya,12
soybean,6
sozzled,12
spa,12
space,3.5
space heater,12
space probe,4
space time,12
space walk,6
space-time,12
spacecraft,2
spaceship,2
spacious,9
spade,4
spadework,12
spaghetti,2
spake,12
spam,6
span,9.333333333333334
spandrel,12
spang,12
spangles,10
spaniel,4
spank,4
spanker,12
spanking,5
spanking new,6
spanner (uk),4
spar,13.333333333333334
spare,7
spare tire,2
spareribs,6
sparing,6
sparingly,6
spark,6.166666666666667
spark gap,12
spark plug,8
sparkle,6
sparklers,2
sparrow,2
sparrowhawk,6
sparse,12
sparsely,10
sparsity,12
spartan,12
spasm,10
spasmodic,12
spastic,8
spat,8
spate,12
spatial,14
spats,10
spatter,6
spatula,10
spatulate,13
spavin,14
spawn,11
spay,12
speak,2
speak of,4
speak out,3
speak to,2
speak up,4
speak your mind,6
speakeasy,10
speaker,3
spear,7
spearhead,9.333333333333334
spearmint,6
special,4
specialist,6
specialization,10
specialize,6
specially,9
specialty,7
specie,13
species,10
specific,8
specific gravity,12
specifically,8
specification,8
specify,6
specimen,8
specious,13
speck,3
speckled,4
speckles,4
specs,4
spectacle,6
spectacles,4
spectacular,5.333333333333333
spectator,6
specter,14
spectral,12
spectroscope,8
spectrum,11.333333333333334
speculate,11.666666666666666
speculation,12
speculator,11
sped,6
speech,3
speechify,12
speechless,4
speed,4.666666666666667
speed limit,4
speedboat,2
speedily,4
speedometer,4
speedster,10
speedway,5
speedy,4
speleology,12
spell,8.833333333333334
spell out,8
spellbind,8
spellbound,8
speller,3
spelling,2
spelling bee,4
spells,8
spelt,13
spelunker,12
spencer,13
spend,3
spend time,4
spendthrift,8
spent,5
sperm,10
sperm oil,12
spermary,14
spermatozoon,13
spew,14
sphagnurn,13
sphere,8
spherical,8
spheroid,12
sphincter,13
sphinx,6
spice,4
spicery,12
spiciness,6
spick-and-span,2
spicy,9
spider,7
spied,4
spiel,12
spiffy,12
spigot,12
spike,8.571428571428571
spike heel,6
spiking,6
spill,4
spillway,10
spilt,14
spin,3.3333333333333335
spin a yarn,10
spin out,12
spinach,4
spinal,6
spinal column,6
spinal cord,6
spindle,7.333333333333333
spindle-legged,6
spindling,14
spindly,10
spindrift,14
spine,6.4
spineless,8
spinet,13
spinnaker,12
spinner,5
spinneret,13
spinning,6
spinning jenny,8
spinning wheel,6
spinoff,12
spinster,12
spiny,12
spiracle,12
spiral,10
spire,9
spirea,14
spirit,7.8
spirit away,12
spirited,8
spiritism,12
spiritless,8
spirits,8.666666666666666
spiritual,6
spiritualism,13
spirochete,13
spit,10.5
spitball,7
spite,10
spiteful,10
spitfire,13
spittle,14
spittoon,12
spitz,12
spiv,14
splash,2.6666666666666665
splashdown,8
splashy,12
splatter,14
splay,13
splayfoot,14
spleen,10.5
splendid,4
splendiferous,13
splendor,7
splenetic,14
splenic,14
splice,12
spline,13
splint,6
splinter,4
split,4
split end,12
split ticket,10
splitting,13
splotch,8
splurge,10
splutter,12
spoil,4
spoiled,6
spoiler,4
spoiling for,12
spoils,12
spoils system,10
spoilsman,12
spoilsport,6
spoilt,6
spoke,3
spoken,4
spokeshave,13
spokesman,6
spoliation,12
spondee,14
sponge,5.333333333333333
sponger,10
spongy,5
sponsor,9
spontaneity,12
spontaneous,10
spoof,12
spook,4
spooky,2
spool,2
spoon,8.666666666666666
spoonbill,8
spoonerism,12
spoonful,4
spoor,14
sporadic,14
spore,8
sport,9.333333333333334
sporting,8
sportive,2
sports,2
sportscaster,2
sportsman,5
sportsmanship,6
spot,7.666666666666667
spot cash,8
spot check,10
spotless,6
spotlight,6
spotted,8
spotter,12
spotty,8
spouse,12
spout,9.333333333333334
sprain,2
sprang,6
sprat,14
sprawl,7
sprawling,8
spray,5.333333333333333
spray gun,4
spread,6.285714285714286
spreader,8
spree,4
sprig,8
sprigging,12
sprightly,10
spring,6.5
spring fever,12
springboard,8
springbok,14
springtide,12
springtime,4
springy,5
sprinkle,4
sprinkler,2
sprinkling,6
sprint,10
sprit,13
sprite,14
sprocket,13
sprocket hole,12
sprout,5
spruce,9
spruced up,8
sprung,8
spry,8
spud,8
spume,14
spumoni,12
spun,7
spunk,10
spunky,10
spur,10.75
spurious,14
spurn,12
spurs,6
spurt,8
sputnik,8
sputter,4
sputum,14
spy,3.3333333333333335
spyglass,8
squab,14
squabble,10
squad,8
squadron,10
squalid,14
squall,10
squalor,14
squander,12
square,8
square dance,6
square deal,4
square knot,10
square meal,6
square off,13
square root,8
square root of 4,10
squarely,12
squarish,6
squash,8.75
squat,8.666666666666666
squatter,8
squaw,4
squawk,7
squeak,2
squeaky,2
squeal,3.3333333333333335
squeamish,14
squeegee,12
squeeze,3.3333333333333335
squeezer,4
squeezing,2
squelch,12
squib,14
squid,10
squinch,12.666666666666666
squint,9.333333333333334
squint-eyed,6
squire,10
squirm,4
squirming,6
squirrel,2
squirt,6
squish,12
sr.,8
stab,6
stabile,12
stability,8
stabilization,10
stabilize,8
stabilizer,9
stable,6.666666666666667
staccato,12.5
stack,4
stack the cards,10
stack up,8
stacked,8
stacks,12
stadium,4
staff,7.2
stag,7.333333333333333
stage,5.333333333333333
stage-struck,8
stagecoach,4
stagecraft,8
stagehand,6
stagflation,13
stagger,9.6
staging,13
stagnant,10
stagnate,10
stagnation,12
stagy,12
staid,12
stain,5.5
stainless,4
stainless steel,8
stair,4
staircase,6
stairs,2
stairway,4
stairwell,12
stake,9.2
stake a claim,4
stake off,13
stalactite,10
stalag,8
stalagmite,10
stale,4
stalemate,12
stalk,8
stalking-horse,12
stall,6.666666666666667
stall fed,10
stallion,4
stalwart,12
stamen,10
stamina,12
staminate,13
stammer,8
stamp,6
stamp out,6
stampede,6
stance,11
stanch,12.5
stanchion,14
stand,5.777777777777778
stand by,6
stand for,8
stand off,6
stand on ceremony,12
stand out,10
stand pat,8
stand up,10
stand up to,6
stand-by,7
stand-in,6
stand-off,12
standard,10
standard time,11
standard-bearer,12
standardize,10
standee,12
stander,12
standing,8.666666666666666
standing committee,12
standpat,12
standpipe,12
standpoint,6
stands,6
stands for,2
stands to reason,12
standstill,2
stank,12
stannic,13
stannous,14
stanza,8
staph,12
staphylococcus,12
staple,11.666666666666666
stapler,6
star,5.333333333333333
star chamber,13
star-crossed,13
star-spangled,6
starboard,10
starch,4
starchy,4
stardom,8
stare,3
starfish,2
stargazer,6
staring,9
stark,12
starlet,12
starlight,4
starlike,6
starling,8
starred,12
starry,8
stars and stripes,2
start,4.5
starter,7.333333333333333
starting point,2
startle,2
startling,6
starvation,4
starve,2
starveling,12
stash,6
stasis,12
state,6
statecraft,12
stated,10
statehood,8
statehouse,10
stateless,12
stately,10
statement,7
stateroom,13
statesman,6
statesmanship,8
statewide,8
static,9
static electricity,12
statics,12
statim,12
stating,8
station,5.777777777777778
station wagon,4
station-to-station,12
stationary,8
stationer,14
stationery,6
stationmaster,4
stations of the cross,12
statist,12
statistical,10
statistician,12
statistics,8
statuary,12
statue,2
statuesque,12
statuette,8
stature,12.5
status,9
status quo,12
statute,12
statutory,13
staunch,12.5
stave,12
stave off,12
staves,12
stay,9.666666666666666
stay put,4
stay well,4
steadfast,11
steadily,4
steadiness,8
steady,7.2
steak,4
steal,6.4
stealth,12
stealthily,12
stealthy,13
steam,8
steam engine,5
steam roller,6
steam-roller,12
steamboat,4
steamed-up,6
steamer,6
steamfitter,12
steamship,2
steamshovel,4
stearin,13
steed,8
steel,6
steelwool,10
steely,12
steep,7.333333333333333
steeped in,12
steeple,2
steeplechase,12
steeplejack,13
steeply,6
steer,4
steer clear of,6
steerage,13
steering gear,8
steering wheel,2
steersman,10
stein,12
steinbok,14
stellar,12
stellate,12
stem,7.666666666666667
stem the tide,12
stench,13
stencil,6
stengelese,14
steno,10
stenographer,10
stenography,8
stenotype,12
stentorian,13
step,4.666666666666667
step down,11
step off,12
step out,13
step up,7
step-ins,12
stepbrother,2
stepchild,12
stepdaughter,4
stepfather,2
stepladder,4
stepmother,2
steppe,14
stepping stone,10
stepsister,2
stepson,4
stepwise,10
stere,14
stereo,4
stereophonic,6
stereopticon,12
stereoscope,12
stereoscopic,12
stereotype,12.5
sterile,8.666666666666666
sterilize,8
sterling,8
stern,6
sternness,6
sternum,12
sternwinder,12
stertorous,14
stet,12
stethoscope,10
stevedore,13
stew,7.333333333333333
steward,9
stewardess,6
stewardship,12
stewed,12
stick,6.2
stick around,2
stick by,6
stick it out,8
stick on,2
stick to,6
stick up for,4
stick-in-the-mud,10
stick-up,2
sticker,4
stickier,7
stickiest,4
stickleback,13
stickpin,12
sticks,13
sticky,3.3333333333333335
stiff,10.11111111111111
stiff necked,12
stiffen,2
stiffly,4
stiffness,3
stifle,12
stifling,12
stigma,12
stigmata,12.5
stigmatize,12
stile,14
stiletto,12
still,6.666666666666667
still life,10
stillborn,12
stillness,4
stilted,14
stilts,7
stimulant,10
stimulate,8
stimulus,10
sting,5
stingaree,14
stinger,8
stingray,10
stingy,8
stink,2
stinkbug,4
stinker,6
stint,12.5
stipend,13
stipple,12
stipulate,12
stipulation,12
stir,8.8
stir up,6
stir-crazy,12
stirring,8
stirrup,9
stitch,7.333333333333333
stitches,11
stiver,13
stoa,12.5
stoat,12
stock,9.642857142857142
stock exchange,10
stock market,6
stock-still,10
stockade,7
stockboy,8
stockbroker,6
stockholder,2
stockinet,13
stocking,2
stockman,12
stockpile,8
stockroom,6
stocks,12
stocky,8
stockyard,8
stodgy,12
stogie,8
stoic,12
stoical,12
stoicism,12
stoke,10
stokehole,13
stoker,11
stole,5
stolen,4
stolid,12
stoma,13
stomach,4
stomach ache,2
stomp,4
stone,7.6
stone-blind,6
stone-deaf,6
stone's throw,10
stonecutter,6
stoned,6
stonemason,6
stones,8
stonewalling,12
stoneware,12
stonework,6
stony,6
stood,4
stooge,12
stool,6.5
stool pigeon,10
stoolie,12
stoop,6
stoop over,2
stop,6
stop up,4
stop watch,4
stopcock,12
stopgap,14
stoplight,2
stopover,6
stoppage,12
stopper,6
stopping,4
stopple,13
storage,4
store,2.6666666666666665
storehouse,4
storekeeper,2
storeroom,2
storey,4
storied,13
stork,2
storm,8
storm trooper,12
storm window,6
stormy,4
story,2.8
storyteller,2
stoup,14
stout,9.2
stouthearted,12
stoutly,12
stove,2
stove in,12
stovepipe,9
stow,12
stowaway,4
strabismus,12
straddle,8
strafe,12
straggle,11
straggler,8
straggly,12
straight,8.4
straight angle,10
straight arm,10
straight flush,8
straight man,12
straight ticket,12
straight-out,12
straightaway,9
straightedge,10
straighten,3
straighten out,6
straightforward,10
straightway,14
strain,8.25
strained,12
strainer,7
strait,10
strait jacket,4
strait-laced,13
straiten,12
straitened,12
straits,9
strand,8
stranded,6
strange,6
strangeness,2
stranger,2
strangle,4
strangulation,10
strangury,12
strap,2
strapped,12
strapping,13
strata,12
stratagem,14
strategic,12
strategy,9
stratify,13
strato-cirrus,8
strato-cumulus,10
stratopause,12
stratosphere,8
stratum,14
stratus,12
straw,4.666666666666667
straw boss,12
straw man,13
straw vote,13
strawberry,2
strawflower,12
stray,6
streak,6.666666666666667
streaky,8
stream,4
stream of consciousness,14
stream out,6
streamed,12
streamer,10
streamlet,12
streamlined,6
streamliner,4
street,2
street clothing,6
street wear,8
streetcar,2
streetwalker,12
strength,2
strengthen,6
strenuous,10
strenuously,8
strep,8
strep throat,6
streptococcus,8
streptomycin,13
stress,8.5
stretch,5.714285714285714
stretcher,8
strew,8
strewn,10
stria,13
striated,13
stricken,8
strict,7.333333333333333
strictly,12
stricture,12.666666666666666
stride,9
strident,14
stridulate,13
strife,12
strike,6.8
strike a coin,12
strike across,12
strike dumb,12
strike out,4
strike up,8
strikebreaker,10
striker,10
striking,8.5
string,6.2
string along,9
string bean,7
stringed,6
stringent,14
stringer,12.5
strings,6
stringy,7
striolated,12
strip,7.111111111111111
stripe,7.333333333333333
striped,4
stripes,10
stripling,14
strive,9
striven,12
strobe light,12
strode,8
stroke,6.444444444444445
stroke of luck,4
stroll,6
stroller,2
strong,6.8
strong belief,4
strong drink,6
strong-arm,12
strongbox,6
stronghold,12
strongly,6
strongpoint,10
strontium,12
strontium 90,12
strop,13.5
strophe,12
strove,8
struck,8.5
structural,7
structure,5.333333333333333
strudel,12
struggle,6
struggled,4
strum,4
strumpet,14
strung,6
strut,10
struts,12
strychnine,12
stub,5.333333333333333
stub your toes,4
stubble,11
stubborn,4
stubbornly,6
stubby,4
stucco,10
stuck,7.6
stuck on,6
stuck-up,6
stud,11.75
stud poker,6
studded with,11
studding,14
student,4
studied,9
studio,3.3333333333333335
studious,8
study,6.333333333333333
study hall,2
stuff,4.4
stuff and nonsense,8
stuffed,6
stuffed shirt,12
stuffing,6
stuffy,9
stultify,13
stultiloquence,13
stumble,8
stumble upon,6
stumblebum,6
stumbling block,10
stump,9.2
stumpy,10
stun,6
stung,10
stunk,4
stunning,6
stunt,6
stuntman,6
stupe,9.5
stupefaction,12
stupefy,8
stupendous,12
stupid,4
stupidity,6
stupor,12
sturdy,6
stutter,4
sty,10
stygian,12
style,8.4
styled,12
stylet,12
stylish,6
stylist,6
stylize,12
stylograph,12
stylus,12.5
stymie,12
stymied,13
styptic,14
styrofoam,12
suasion,13
suave,10
suavity,10
sub,5
sub rosa,12
sub-arid,12
sub-par,12
subaltern,13
subassembly,12
subatomic,12
subclass,12
subcommittee,10
subconscious,11
subcontinent,12
subcontract,6
subcutaneous,14
subdeacon,12
subdeb,12
subdivide,10
subdivision,11
subdue,12
subdural,14
subfamily,12
subfreezing,8
subgenus,12
subhead,10
subhuman,8
subjacent,12
subject,9
subject matter,11
subjected,10
subjection,12
subjective,14
subjectto,12
subjoin,12
subjugate,14
subjunctive,11.666666666666666
sublease,12
sublet,13
sublimate,13
sublimation,12
sublime,13
sublimina,12
sublunary,13
submarginal,12
submarine,5
submaxillary,13
submerge,8
submersible,8
submission,12
submissive,12
submit,9
subnormal,6
subnuclear,12
suborbital,10
suborder,12
subordinate,12
subordinate clause,10
subordination,12
suborn,14
subpoena,12
subpolar,12
subscribe,10
subscriber,6
subscript,12
subscription,9
subsection,10
subsequent,12
subserve,12
subservient,12
subset,8
subside,12
subsidence,12
subsidiary,12.5
subsidize,12
subsidy,12
subsist,12
subsistence,12
subsoil,8
subsonic,10
subspecies,10
substance,10
substandard,6
substantial,10
substantially,12
substantiate,12
substantive,13
substation,10
substitute,4
substitution,4
substratum,12
substructure,10
subsumed,14
subsystem,12
subtemperate,12
subtend,12
subterfuge,12
subterranean,12
subterrestrial,12
subtile,12
subtitle,10
subtle,13
subtlety,12
subtopic,8
subtotal,8
subtract,3
subtraction,2
subtrahend,12
subtropical,10
suburban,8
suburbia,10
suburbs,6
subvene,12
subvention,13
subversion,14
subversive,12
subvert,14
subway,7
succeed,6
success,4
successful,6
succession,10
successive,8
successor,12
succinct,14
succor,14
succotash,8
succubus,14
succulent,12.5
succumb,11
such,4.666666666666667
such and such (a place),12
such as,9.333333333333334
suchlike,6
suck,6
sucker,8.5
suckle,12
suckling,12
sucrose,12
suction,6
sudden,3
sudden death,8
suddenness,4
sudorific,13
suds,4
sue,6
suede,8
suet,12
suffer,10
sufferance,13
sufferer,4
suffering,4
suffice,12
sufficiency,8
sufficient,8
suffix,4
suffocate,4
suffocation,4
suffrage,12
suffragette,12
suffuse,14
sugar,5
sugar beet,12
sugar cane,4
sugar loaf,12
sugar-coat,10
sugarplum,13
suggest,4.666666666666667
suggestible,12
suggestion,6
suggestive,9
sui generis,12
suicidal,8
suicide,6
suit,8.545454545454545
suit of cards,12
suit yourself,4
suitable,6
suitcase,4
suite,9.5
suiting,12
suitor,10
sukiyaki,12
sulfa,14
sulfadiazine,12
sulfanilamide,12
sulfate,6
sulfathiazole,12
sulfite,14
sulfonamide,10
sulfuric,8
sulk,8
sulky,11.5
sullen,8
sully,14
sulphate,12
sulphide,12
sulphur,6
sulphurous,13
sultan,8
sultana,12
sultry,8
sum,4
sum up,5
sumac,13
summa,12
summa cum laude,13
summarily,12
summarize,6
summary,9.5
summation,10
summed,6
summer,2
summerhouse,12
summertide,12
summertime,4
summery,12
summit,8
summon,10
summons,8
summum bonum,13
sumo,12
sump,13
sumpter,13
sumptuary,13
sumptuary law,14
sumptuous,13
sums,2
sun,2
sun porch,4
sun-up,2
sunbeam,4
sunbonnet,2
sunburn,2
sunburnt,2
sunburst,10
sundae,4
sunday,2
sunday school,4
sunder,14
sundial,6
sundog,12
sundown,2
sundries,12
sundry,13
sunfish,2
sunflower,2
sung,4
sunglasses,6
sunk,3
sunken,4
sunless,4
sunlight,2
sunlit,4
sunny,5
sunrise,2
sunset,2
sunshade,12
sunshine,2
sunspot,8
sunstroke,6
suntan,2
suntans,12
sup,12
super,10.666666666666666
super-duper,6
superable,12
superabundant,8
superannuated,12
superb,8
supercargo,12
supercharger,8
supercilious,13
supercolossal,8
superego,8
supererogatory,12
superficia,12
superficial,10
superfine,4
superfluidity,12
superfluous,10
supergalaxy,10
supergiant,12
superheterodyne,12
superhighway,6
superhuman,6
superimpose,14
superintend,10
superintendent,5
superior,9.75
superior to,8
superiority,8
superlative,9
superman,4
supermarket,4
supernal,13
supernatural,12
supernova,12
supernumerary,14
superpose,12
superposition,12
superpower,12
supersaturated,10
superscribe,13
superscript,12
superscription,13
supersede,14
supersensory,12
supersession,12
supersonic,7
superstition,4
superstitious,4
superstratum,10
superstructure,14
supertax,12
supervene,13
supervise,8
supervision,8
supervisor,4
supine,12
supper,2
suppertime,2
supplant,14
supple,13
supplement,8
supplementary,8
supplementary angle,12
suppliant,12
supplicant,12
supplication,12
supplier,6
supplies,4
supply,6
support,6
supporter,7
suppose,7
supposed,6
supposedly,8
supposing,4
supposition,12
suppository,12
suppress,12
suppression,10
suppurate,13
supra,12
suprarenal,13
supremacist,12
supremacy,8
supreme,6
supremely,8
surcease,12
surcharge,12.75
surcingle,13
surcoat,12
surd,14
sure,3.3333333333333335
sure thing,10
sure-fire,12
sure-footed,12
surely,4
surety,13
surf,6
surface,4.5
surfboard,2
surfeit,14
surge,9
surgeon,2
surgery,6
surgical,6
surly,14
surmise,12
surmount,14
surname,14
surpass,10
surplice,14
surplus,8
surprint,12
surprisal,12
surprise,4
surprising,4
surrealism,12
surrender,8
surreptitious,14
surrey,12
surrogate,14
surround,4
surroundings,2
surtax,14
surveillance,12
survey,6.666666666666667
surveying,6
surveyor,8
survival,6
survive,7
survivor,6
susceptible,12
susceptible of,12
suspect,5.5
suspend,7.333333333333333
suspended,12
suspenders,6
suspense,8
suspension,11
suspicion,6
suspicious,4
suspire,12
sustain,10
sustain loss,12
sustained,12
sustenance,13
sustention,12
suttee,13
suture,14
suzerain,13
svelte,14
swab,9.333333333333334
swaddling,10
swaddling clothes,12
swag,14
swagger,13
swain,14
swale,13
swallow,4.666666666666667
swallow up,10
swallowtail,12
swam,2
swami,12
swamp,8.333333333333334
swamped,10
swampy,4
swan,4
swan dive,6
swan song,12
swan's-down,12
swank,10
swanky,10
swap,6
sward,13
swarm,6
swarthy,14
swash,10
swashbuckle,12
swastika,10
swat,7
swatch,13
swath,12
swathe,13
swathed,13
sway,6
sway-back,8
sway-backed,8
swear,4
swear by,8
swear in,6
swear off,8
swear out,12
sweat,7.2
sweat shirt,4
sweatband,8
sweatbox,12
sweater,2
sweatshop,13
sweep,8.5
sweep off,8
sweepback,10
sweeper,4
sweeping,4
sweepings,2
sweepstakes,2
sweet,4.8
sweet alyssum,13
sweet corn,4
sweet marjoram,13
sweet pea,12
sweet potato,7
sweet talk,6
sweet tooth,6
sweet william,12
sweetbread,14
sweetbriar,12
sweeten,2
sweetening,4
sweetheart,2
sweetish,4
sweetmeats,14
sweetness,4
sweets,2
swell,9.5
swelling,4
swelter,9
swept,3
swerve,6
swift,7.5
swiftly,4
swiftness,4
swig,6
swill,12.666666666666666
swim,7
swimmer,2
swimming,2
swimmingly,12
swimsuit,2
swindle,7
swindle shoot,12
swindler,6
swine,8
swineherd,14
swing,5.5
swing a deal,6
swing around,4
swing shift,12
swinger,8
swinging,6
swinish,12
swipe,10
swirl,2
swish,12
switch,5.818181818181818
switchblade,6
switchboard,4
switcheroo,12
switchman,6
switchover,6
switchyard,8
swivel,8
swivel chair,4
swivet,13
swizzle,13
swizzle stick,13
swob,13
swollen,5
swoon,12
swoop,6
swoosh,10
sword,2
sword of damocles,14
swordbill,12
swordfish,2
swordplay,12
swordsman,10
swore,4
sworn,6
swum,6
swung,4
sybarite,13
sycamore,6
sycophant,14
syllabary,12
syllabic,8
syllabicate,10
syllable,2
syllabus,14
syllogism,14
sylph,14
sylphlike,12
sylvan,13
symbiosis,12
symbol,4.666666666666667
symbolic,8
symbolism,8
symbolist,12
symbolize,8
symmetrical,12
symmetry,12
sympathetic,6.666666666666667
sympathetically,12
sympathin,14
sympathize,6
sympathy,6
symphony,6
symposium,14
symptom,6
synagogue,8
synapse,14
synchronize,12
synchronous,14
syncline,12
syncopate,12
syncope,14
syndic,13
syndicalism,13
syndicate,10
syndrome,14
syne,12.5
synecdoche,12
synergy,13
synod,12.5
synonym,12
synonymous,12
synopsis,10
synoptic,12
synovia,13
syntactic,12
syntax,14
synthesis,12
synthetic,7
syphilis,10
syphilitic,12
syringe,11
syrinx,13
syrup,6
system,6
systematic,8
systematically,8
systematize,8
systole,13
systolic,12
syzygy,12
t square,8
t-bone,4
t-formation,12
t-shirt,3
ta-ta,12
tab,10.8
tabard,12
tabasco,12
tabby,12
tabernacle,6
table,9
table d'hote,13
table of contents,6
table tennis,4
tableau,12.5
tablecloth,2
tableland,8
tablespoon,9
tablet,3.3333333333333335
tableware,4
tabloid,12.5
taboo,10
tabor,14
taboret,13
tabu,11
tabula rasa,13
tabular,12
tabulate,8
tabulation,8
tabulator,9
tachometer,12
tacit,12
tacitly,13
taciturn,13
tack,8.6
tack on,2
tack-hammer,6
tackle,7.333333333333333
tacky,12
tact,10
tactful,10
tactical,10
tactician,12
tactics,7
tactile,13
tactless,8
tactual,12
tad,12
tadpole,2
taff rail,12
taffeta,12
taffy,2
tag,6.888888888888889
tag end,12
tagalong,2
tagged,6
tail,6
tail off,12
tail pipe,6
tail wind,8
tailback,12
tailboard,12
tailgate,9
tailings,12
tailless,4
tailor,5
tailor-made,8
tailorbird,12
tailrace,13
tails,8
tailspin,10
taint,13.5
tainted,12
take,5.6923076923076925
take a picture,2
take a plane,2
take a powder,12
take after,12
take away,4
take care,8
take cold,10
take counsel,12
take effect,6
take for,12
take for granted,8
take heart,12
take in,10.8
take in stride,12
take issue,12
take it to be,12
take liberties,12
take me home,4
take off,4
take on,6
take over,4
take pains,8
take pride,4
take time out,4
take to,10
take to be,12
take turns,2
take up,9
take up with,12
take upon oneself,8
take-off,10
taken,8
taken aback,12
taker,10
takes,6
takes an hour,6
takes my part,6
takest,12
taketh,12
taking,9
taking stock,12
takings,12
talc,10.5
talcum,6
tale,6.333333333333333
talebearer,8
talent,8
talent scout,8
talesman,13
talisman,14
talk,2
talk on,4
talk shop,10
talkative,2
talker,2
talkfest,12
talkie,12
