word,childes,childes_rank,childes_freq_z,childes_rank_z
witty,4,18829,-0.05018081833919558,-0.46624572482566573
wizzy,4,18830,-0.05018081833919558,-0.46617849400643724
woad,4,18831,-0.05018081833919558,-0.4661112631872087
wockies,4,18832,-0.05018081833919558,-0.4660440323679802
woebegone,4,18833,-0.05018081833919558,-0.46597680154875165
woked,4,18834,-0.05018081833919558,-0.46590957072952316
wolfgang,4,18835,-0.05018081833919558,-0.4658423399102946
wonderama,4,18836,-0.05018081833919558,-0.4657751090910661
wonderwoman,4,18837,-0.05018081833919558,-0.4657078782718376
wontcha,4,18838,-0.05018081833919558,-0.4656406474526091
woo_peeling,4,18839,-0.05018081833919558,-0.4655734166333806
wooba,4,18840,-0.05018081833919558,-0.46550618581415204
woodcock_pocket,4,18841,-0.05018081833919558,-0.46543895499492355
woodland,4,18842,-0.05018081833919558,-0.465371724175695
wooed,4,18843,-0.05018081833919558,-0.4653044933564665
work_mother,4,18844,-0.05018081833919558,-0.46523726253723796
wouder,4,18845,-0.05018081833919558,-0.46517003171800947
woul,4,18846,-0.05018081833919558,-0.465102800898781
wowwow,4,18847,-0.05018081833919558,-0.46503557007955243
wreckage,4,18848,-0.05018081833919558,-0.46496833926032394
wrestled,4,18849,-0.05018081833919558,-0.4649011084410954
wring,4,18850,-0.05018081833919558,-0.4648338776218669
wrinkles,4,18851,-0.05018081833919558,-0.46476664680263835
wuf,4,18852,-0.05018081833919558,-0.46469941598340986
wull,4,18853,-0.05018081833919558,-0.4646321851641813
wunny,4,18854,-0.05018081833919558,-0.4645649543449528
wurk,4,18855,-0.05018081833919558,-0.4644977235257243
wxyz,4,18856,-0.05018081833919558,-0.4644304927064958
xantes_murrelet,4,18857,-0.05018081833919558,-0.4643632618872673
ya_ya_ya,4,18858,-0.05018081833919558,-0.46429603106803874
yacky,4,18859,-0.05018081833919558,-0.46422880024881025
yan's,4,18860,-0.05018081833919558,-0.4641615694295817
yater,4,18861,-0.05018081833919558,-0.4640943386103532
yaya's,4,18862,-0.05018081833919558,-0.46402710779112466
yeap,4,18863,-0.05018081833919558,-0.46395987697189617
yeeuh,4,18864,-0.05018081833919558,-0.4638926461526677
yeeyee,4,18865,-0.05018081833919558,-0.46382541533343913
yellowish,4,18866,-0.05018081833919558,-0.46375818451421064
yellowstone,4,18867,-0.05018081833919558,-0.4636909536949821
ying,4,18868,-0.05018081833919558,-0.4636237228757536
yions,4,18869,-0.05018081833919558,-0.46355649205652505
yish,4,18870,-0.05018081833919558,-0.46348926123729656
yiup,4,18871,-0.05018081833919558,-0.46342203041806806
yolanda,4,18872,-0.05018081833919558,-0.4633547995988395
yor,4,18873,-0.05018081833919558,-0.463287568779611
youngster,4,18874,-0.05018081833919558,-0.4632203379603825
yourn,4,18875,-0.05018081833919558,-0.463153107141154
youth,4,18876,-0.05018081833919558,-0.46308587632192544
yucksville,4,18877,-0.05018081833919558,-0.46301864550269695
yump,4,18878,-0.05018081833919558,-0.4629514146834684
zaab,4,18879,-0.05018081833919558,-0.4628841838642399
zaet,4,18880,-0.05018081833919558,-0.4628169530450114
zayres,4,18881,-0.05018081833919558,-0.46274972222578287
zevenburgen,4,18882,-0.05018081833919558,-0.4626824914065544
zez,4,18883,-0.05018081833919558,-0.4626152605873258
zicaling,4,18884,-0.05018081833919558,-0.46254802976809734
zinny,4,18885,-0.05018081833919558,-0.4624807989488688
zoltan,4,18886,-0.05018081833919558,-0.4624135681296403
zoob,4,18887,-0.05018081833919558,-0.46234633731041175
zoon,4,18888,-0.05018081833919558,-0.46227910649118326
zorex,4,18889,-0.05018081833919558,-0.46221187567195476
zugly,4,18890,-0.05018081833919558,-0.4621446448527262
zuh,4,18891,-0.05018081833919558,-0.4620774140334977
öt,4,18892,-0.05018081833919558,-0.4620101832142692
'member,3,18893,-0.05049441809808926,-0.4619429523950407
'n,3,18894,-0.05049441809808926,-0.46187572157581214
a',3,18895,-0.05049441809808926,-0.46180849075658364
a_b_c,3,18896,-0.05049441809808926,-0.4617412599373551
a_c_moore,3,18897,-0.05049441809808926,-0.4616740291181266
a_team,3,18898,-0.05049441809808926,-0.4616067982988981
aaaa,3,18899,-0.05049441809808926,-0.46153956747966957
aagh,3,18900,-0.05049441809808926,-0.4614723366604411
aardvark,3,18901,-0.05049441809808926,-0.4614051058412125
ababababa,3,18902,-0.05049441809808926,-0.46133787502198403
abababababa,3,18903,-0.05049441809808926,-0.4612706442027555
abandon,3,18904,-0.05049441809808926,-0.461203413383527
abcdefghijklmnopqrs,3,18905,-0.05049441809808926,-0.46113618256429845
abide,3,18906,-0.05049441809808926,-0.46106895174506995
abnormal,3,18907,-0.05049441809808926,-0.46100172092584146
aboobooboobooboo,3,18908,-0.05049441809808926,-0.4609344901066129
abra_dabra,3,18909,-0.05049441809808926,-0.4608672592873844
absorb,3,18910,-0.05049441809808926,-0.4608000284681559
absorbs,3,18911,-0.05049441809808926,-0.4607327976489274
abuhbuhbuh,3,18912,-0.05049441809808926,-0.46066556682969884
abyss,3,18913,-0.05049441809808926,-0.46059833601047034
acceptable,3,18914,-0.05049441809808926,-0.4605311051912418
accessories,3,18915,-0.05049441809808926,-0.4604638743720133
aces,3,18916,-0.05049441809808926,-0.4603966435527848
achooie,3,18917,-0.05049441809808926,-0.46032941273355626
achooies,3,18918,-0.05049441809808926,-0.4602621819143278
acrobatic,3,18919,-0.05049441809808926,-0.4601949510950992
acrobatics,3,18920,-0.05049441809808926,-0.46012772027587073
ada's,3,18921,-0.05049441809808926,-0.4600604894566422
adahdah,3,18922,-0.05049441809808926,-0.4599932586374137
aday,3,18923,-0.05049441809808926,-0.45992602781818515
addict,3,18924,-0.05049441809808926,-0.45985879699895665
addie,3,18925,-0.05049441809808926,-0.45979156617972816
addresses,3,18926,-0.05049441809808926,-0.4597243353604996
adee,3,18927,-0.05049441809808926,-0.4596571045412711
ader,3,18928,-0.05049441809808926,-0.4595898737220426
adjective,3,18929,-0.05049441809808926,-0.4595226429028141
adjustment,3,18930,-0.05049441809808926,-0.45945541208358553
admired,3,18931,-0.05049441809808926,-0.45938818126435704
admission,3,18932,-0.05049441809808926,-0.45932095044512855
admitted,3,18933,-0.05049441809808926,-0.4592537196259
ado,3,18934,-0.05049441809808926,-0.4591864888066715
adoodoo,3,18935,-0.05049441809808926,-0.45911925798744296
adoodoodoo,3,18936,-0.05049441809808926,-0.45905202716821447
adore,3,18937,-0.05049441809808926,-0.4589847963489859
adoreo,3,18938,-0.05049441809808926,-0.45891756552975743
adrianna's,3,18939,-0.05049441809808926,-0.4588503347105289
adrien,3,18940,-0.05049441809808926,-0.4587831038913004
adult's,3,18941,-0.05049441809808926,-0.4587158730720719
adundun,3,18942,-0.05049441809808926,-0.45864864225284335
advised,3,18943,-0.05049441809808926,-0.45858141143361486
advisor,3,18944,-0.05049441809808926,-0.4585141806143863
aee,3,18945,-0.05049441809808926,-0.4584469497951578
aeeh,3,18946,-0.05049441809808926,-0.4583797189759293
aei,3,18947,-0.05049441809808926,-0.4583124881567008
aek,3,18948,-0.05049441809808926,-0.45824525733747223
aeksh,3,18949,-0.05049441809808926,-0.45817802651824374
aengl,3,18950,-0.05049441809808926,-0.45811079569901525
aentnee,3,18951,-0.05049441809808926,-0.4580435648797867
affects,3,18952,-0.05049441809808926,-0.4579763340605582
agagu,3,18953,-0.05049441809808926,-0.45790910324132966
agether,3,18954,-0.05049441809808926,-0.45784187242210117
aggravating,3,18955,-0.05049441809808926,-0.4577746416028726
aging,3,18956,-0.05049441809808926,-0.45770741078364413
aglagla,3,18957,-0.05049441809808926,-0.4576401799644156
aglaglaglaglag,3,18958,-0.05049441809808926,-0.4575729491451871
agleh,3,18959,-0.05049441809808926,-0.4575057183259586
agug,3,18960,-0.05049441809808926,-0.45743848750673005
agui,3,18961,-0.05049441809808926,-0.45737125668750156
ahbee,3,18962,-0.05049441809808926,-0.457304025868273
ahdah,3,18963,-0.05049441809808926,-0.4572367950490445
ahe,3,18964,-0.05049441809808926,-0.457169564229816
ahey,3,18965,-0.05049441809808926,-0.4571023334105875
ahhaha,3,18966,-0.05049441809808926,-0.45703510259135893
ahi,3,18967,-0.05049441809808926,-0.45696787177213044
ahl,3,18968,-0.05049441809808926,-0.45690064095290195
ahlbee,3,18969,-0.05049441809808926,-0.4568334101336734
ahminj,3,18970,-0.05049441809808926,-0.4567661793144449
ahrr,3,18971,-0.05049441809808926,-0.45669894849521636
aiden,3,18972,-0.05049441809808926,-0.45663171767598787
aiee,3,18973,-0.05049441809808926,-0.4565644868567593
ail,3,18974,-0.05049441809808926,-0.45649725603753083
aisha,3,18975,-0.05049441809808926,-0.4564300252183023
aisha's,3,18976,-0.05049441809808926,-0.4563627943990738
aiysh,3,18977,-0.05049441809808926,-0.4562955635798453
akiya,3,18978,-0.05049441809808926,-0.45622833276061675
alah,3,18979,-0.05049441809808926,-0.45616110194138826
albatross,3,18980,-0.05049441809808926,-0.4560938711221597
albert's,3,18981,-0.05049441809808926,-0.4560266403029312
alderon,3,18982,-0.05049441809808926,-0.45595940948370267
alfalfa,3,18983,-0.05049441809808926,-0.4558921786644742
alfredo,3,18984,-0.05049441809808926,-0.4558249478452457
allah,3,18985,-0.05049441809808926,-0.45575771702601714
allegra,3,18986,-0.05049441809808926,-0.45569048620678865
allen's,3,18987,-0.05049441809808926,-0.4556232553875601
alleyway,3,18988,-0.05049441809808926,-0.4555560245683316
alli,3,18989,-0.05049441809808926,-0.45548879374910306
allowing,3,18990,-0.05049441809808926,-0.45542156292987457
allows,3,18991,-0.05049441809808926,-0.455354332110646
almanac,3,18992,-0.05049441809808926,-0.45528710129141753
alo,3,18993,-0.05049441809808926,-0.45521987047218904
alpine,3,18994,-0.05049441809808926,-0.4551526396529605
alten,3,18995,-0.05049441809808926,-0.455085408833732
alternate,3,18996,-0.05049441809808926,-0.45501817801450345
alternative,3,18997,-0.05049441809808926,-0.45495094719527496
altrosaurus,3,18998,-0.05049441809808926,-0.4548837163760464
alvin's,3,18999,-0.05049441809808926,-0.4548164855568179
alwight,3,19000,-0.05049441809808926,-0.45474925473758937
amay,3,19001,-0.05049441809808926,-0.4546820239183609
amazement,3,19002,-0.05049441809808926,-0.4546147930991324
ambitious,3,19003,-0.05049441809808926,-0.45454756227990384
america's,3,19004,-0.05049441809808926,-0.45448033146067535
ami,3,19005,-0.05049441809808926,-0.4544131006414468
amphibian,3,19006,-0.05049441809808926,-0.4543458698222183
amuh,3,19007,-0.05049441809808926,-0.45427863900298976
amused,3,19008,-0.05049441809808926,-0.45421140818376127
amusing,3,19009,-0.05049441809808926,-0.4541441773645327
anagandzanders,3,19010,-0.05049441809808926,-0.4540769465453042
analogy,3,19011,-0.05049441809808926,-0.45400971572607574
anatomy,3,19012,-0.05049441809808926,-0.4539424849068472
anchovies,3,19013,-0.05049441809808926,-0.4538752540876187
andreas',3,19014,-0.05049441809808926,-0.45380802326839015
anew,3,19015,-0.05049441809808926,-0.45374079244916166
ange,3,19016,-0.05049441809808926,-0.4536735616299331
angel's,3,19017,-0.05049441809808926,-0.4536063308107046
angeles,3,19018,-0.05049441809808926,-0.45353909999147607
angelfish,3,19019,-0.05049441809808926,-0.4534718691722476
anglo,3,19020,-0.05049441809808926,-0.4534046383530191
animation,3,19021,-0.05049441809808926,-0.45333740753379054
announcements,3,19022,-0.05049441809808926,-0.45327017671456205
announcing,3,19023,-0.05049441809808926,-0.4532029458953335
ano,3,19024,-0.05049441809808926,-0.453135715076105
anoo,3,19025,-0.05049441809808926,-0.45306848425687646
anoth,3,19026,-0.05049441809808926,-0.45300125343764797
anteater's,3,19027,-0.05049441809808926,-0.4529340226184194
antibiotic,3,19028,-0.05049441809808926,-0.4528667917991909
anyding,3,19029,-0.05049441809808926,-0.45279956097996243
anyfing,3,19030,-0.05049441809808926,-0.4527323301607339
anything's,3,19031,-0.05049441809808926,-0.4526650993415054
aoo,3,19032,-0.05049441809808926,-0.45259786852227685
apa,3,19033,-0.05049441809808926,-0.45253063770304836
app,3,19034,-0.05049441809808926,-0.4524634068838198
appalled,3,19035,-0.05049441809808926,-0.4523961760645913
apparatus,3,19036,-0.05049441809808926,-0.45232894524536277
appeal,3,19037,-0.05049441809808926,-0.4522617144261343
appel,3,19038,-0.05049441809808926,-0.4521944836069058
appetizer,3,19039,-0.05049441809808926,-0.45212725278767724
apple_daddy,3,19040,-0.05049441809808926,-0.45206002196844874
applejack,3,19041,-0.05049441809808926,-0.4519927911492202
appliance,3,19042,-0.05049441809808926,-0.4519255603299917
application,3,19043,-0.05049441809808926,-0.45185832951076316
applied,3,19044,-0.05049441809808926,-0.45179109869153466
apply,3,19045,-0.05049441809808926,-0.4517238678723062
appointments,3,19046,-0.05049441809808926,-0.4516566370530776
apposed,3,19047,-0.05049441809808926,-0.45158940623384913
appreciation,3,19048,-0.05049441809808926,-0.4515221754146206
approved,3,19049,-0.05049441809808926,-0.4514549445953921
apt,3,19050,-0.05049441809808926,-0.45138771377616355
aquarius,3,19051,-0.05049441809808926,-0.45132048295693505
aquawoman,3,19052,-0.05049441809808926,-0.4512532521377065
archa,3,19053,-0.05049441809808926,-0.451186021318478
archipelago,3,19054,-0.05049441809808926,-0.4511187904992495
architectural,3,19055,-0.05049441809808926,-0.451051559680021
are_you_sleeping,3,19056,-0.05049441809808926,-0.4509843288607925
ares,3,19057,-0.05049441809808926,-0.45091709804156394
arf_arf,3,19058,-0.05049441809808926,-0.45084986722233544
arlena,3,19059,-0.05049441809808926,-0.4507826364031069
arlington,3,19060,-0.05049441809808926,-0.4507154055838784
army's,3,19061,-0.05049441809808926,-0.45064817476464986
arra,3,19062,-0.05049441809808926,-0.45058094394542136
art+work,3,19063,-0.05049441809808926,-0.45051371312619287
artie,3,19064,-0.05049441809808926,-0.4504464823069643
artists,3,19065,-0.05049441809808926,-0.45037925148773583
artoo,3,19066,-0.05049441809808926,-0.4503120206685073
artwork,3,19067,-0.05049441809808926,-0.4502447898492788
aruu,3,19068,-0.05049441809808926,-0.45017755903005024
ashoo,3,19069,-0.05049441809808926,-0.45011032821082175
ashton,3,19070,-0.05049441809808926,-0.4500430973915932
asleeping,3,19071,-0.05049441809808926,-0.4499758665723647
assemble,3,19072,-0.05049441809808926,-0.4499086357531362
assumption,3,19073,-0.05049441809808926,-0.4498414049339077
assure,3,19074,-0.05049441809808926,-0.4497741741146792
astonished,3,19075,-0.05049441809808926,-0.44970694329545063
atcha,3,19076,-0.05049441809808926,-0.44963971247622214
atha,3,19077,-0.05049441809808926,-0.4495724816569936
athletic,3,19078,-0.05049441809808926,-0.4495052508377651
atop,3,19079,-0.05049441809808926,-0.44943802001853655
attempt,3,19080,-0.05049441809808926,-0.44937078919930806
audit,3,19081,-0.05049441809808926,-0.44930355838007957
auf,3,19082,-0.05049441809808926,-0.449236327560851
aunt_barb,3,19083,-0.05049441809808926,-0.44916909674162253
aunt_delores,3,19084,-0.05049441809808926,-0.449101865922394
aunt_irene,3,19085,-0.05049441809808926,-0.4490346351031655
aunt_nwww,3,19086,-0.05049441809808926,-0.44896740428393694
aunt_teresa,3,19087,-0.05049441809808926,-0.44890017346470845
auntie_eleanor,3,19088,-0.05049441809808926,-0.4488329426454799
auntie_gertie's,3,19089,-0.05049441809808926,-0.4487657118262514
auoo,3,19090,-0.05049441809808926,-0.4486984810070229
aur,3,19091,-0.05049441809808926,-0.4486312501877944
aurora's,3,19092,-0.05049441809808926,-0.4485640193685659
autrey,3,19093,-0.05049441809808926,-0.44849678854933733
avalanche,3,19094,-0.05049441809808926,-0.44842955773010884
avocado's,3,19095,-0.05049441809808926,-0.4483623269108803
avwah,3,19096,-0.05049441809808926,-0.4482950960916518
aw_aw,3,19097,-0.05049441809808926,-0.44822786527242325
awi,3,19098,-0.05049441809808926,-0.44816063445319476
awk,3,19099,-0.05049441809808926,-0.44809340363396627
awl,3,19100,-0.05049441809808926,-0.4480261728147377
awning,3,19101,-0.05049441809808926,-0.44795894199550923
awooga,3,19102,-0.05049441809808926,-0.4478917111762807
awp,3,19103,-0.05049441809808926,-0.4478244803570522
awuh,3,19104,-0.05049441809808926,-0.44775724953782364
aww,3,19105,-0.05049441809808926,-0.44769001871859515
axes,3,19106,-0.05049441809808926,-0.44762278789936666
axle,3,19107,-0.05049441809808926,-0.4475555570801381
ay_ee,3,19108,-0.05049441809808926,-0.4474883262609096
ayayayaya,3,19109,-0.05049441809808926,-0.44742109544168107
ayda,3,19110,-0.05049441809808926,-0.4473538646224526
b_j's,3,19111,-0.05049441809808926,-0.44728663380322403
b_m,3,19112,-0.05049441809808926,-0.44721940298399554
ba_ba,3,19113,-0.05049441809808926,-0.447152172164767
ba_ba_ba,3,19114,-0.05049441809808926,-0.4470849413455385
ba_boom,3,19115,-0.05049441809808926,-0.44701771052631
baa_baa,3,19116,-0.05049441809808926,-0.44695047970708146
baaa,3,19117,-0.05049441809808926,-0.44688324888785297
baaaah,3,19118,-0.05049441809808926,-0.4468160180686244
babaar,3,19119,-0.05049441809808926,-0.44674878724939593
babababababa,3,19120,-0.05049441809808926,-0.4466815564301674
bababah,3,19121,-0.05049441809808926,-0.4466143256109389
babas,3,19122,-0.05049441809808926,-0.44654709479171034
babbles,3,19123,-0.05049441809808926,-0.44647986397248185
babu,3,19124,-0.05049441809808926,-0.44641263315325336
babybug,3,19125,-0.05049441809808926,-0.4463454023340248
babycriesforyou,3,19126,-0.05049441809808926,-0.4462781715147963
backin,3,19127,-0.05049441809808926,-0.44621094069556777
backy,3,19128,-0.05049441809808926,-0.4461437098763393
bacuum,3,19129,-0.05049441809808926,-0.44607647905711073
badaga,3,19130,-0.05049441809808926,-0.44600924823788224
badah,3,19131,-0.05049441809808926,-0.4459420174186537
badee,3,19132,-0.05049441809808926,-0.4458747865994252
badgers,3,19133,-0.05049441809808926,-0.4458075557801967
baeae,3,19134,-0.05049441809808926,-0.44574032496096816
baedidi,3,19135,-0.05049441809808926,-0.44567309414173967
baen,3,19136,-0.05049441809808926,-0.4456058633225111
baep,3,19137,-0.05049441809808926,-0.44553863250328263
baffle,3,19138,-0.05049441809808926,-0.4454714016840541
bageen,3,19139,-0.05049441809808926,-0.4454041708648256
bagel's,3,19140,-0.05049441809808926,-0.44533694004559704
bagina,3,19141,-0.05049441809808926,-0.44526970922636855
bahn,3,19142,-0.05049441809808926,-0.44520247840714006
bahtshalo,3,19143,-0.05049441809808926,-0.4451352475879115
balentine,3,19144,-0.05049441809808926,-0.445068016768683
bales,3,19145,-0.05049441809808926,-0.44500078594945447
ballies,3,19146,-0.05049441809808926,-0.444933555130226
baloneys,3,19147,-0.05049441809808926,-0.44486632431099743
bals,3,19148,-0.05049441809808926,-0.44479909349176894
balty,3,19149,-0.05049441809808926,-0.4447318626725404
bammer,3,19150,-0.05049441809808926,-0.4446646318533119
banbury_cross,3,19151,-0.05049441809808926,-0.4445974010340834
bandito,3,19152,-0.05049441809808926,-0.44453017021485486
bandy_bandy,3,19153,-0.05049441809808926,-0.44446293939562637
banh,3,19154,-0.05049441809808926,-0.4443957085763978
banking,3,19155,-0.05049441809808926,-0.4443284777571693
banyan,3,19156,-0.05049441809808926,-0.4442612469379408
bapo's,3,19157,-0.05049441809808926,-0.4441940161187123
bar_mitzvah,3,19158,-0.05049441809808926,-0.4441267852994838
barbar,3,19159,-0.05049441809808926,-0.44405955448025525
barbecued,3,19160,-0.05049441809808926,-0.44399232366102676
barbells,3,19161,-0.05049441809808926,-0.4439250928417982
barber's,3,19162,-0.05049441809808926,-0.4438578620225697
barbie's,3,19163,-0.05049441809808926,-0.44379063120334117
barbra,3,19164,-0.05049441809808926,-0.4437234003841127
barefeeted,3,19165,-0.05049441809808926,-0.44365616956488413
barges,3,19166,-0.05049441809808926,-0.44358893874565564
bark_in,3,19167,-0.05049441809808926,-0.44352170792642714
barom,3,19168,-0.05049441809808926,-0.4434544771071986
barret's,3,19169,-0.05049441809808926,-0.4433872462879701
barron,3,19170,-0.05049441809808926,-0.44332001546874156
baruch,3,19171,-0.05049441809808926,-0.44325278464951307
bas,3,19172,-0.05049441809808926,-0.4431855538302845
bashed,3,19173,-0.05049441809808926,-0.443118323011056
bassinet,3,19174,-0.05049441809808926,-0.4430510921918275
bath+robe,3,19175,-0.05049441809808926,-0.442983861372599
bath+rooms,3,19176,-0.05049441809808926,-0.4429166305533705
bathed,3,19177,-0.05049441809808926,-0.44284939973414195
bathrooms,3,19178,-0.05049441809808926,-0.44278216891491345
batman's,3,19179,-0.05049441809808926,-0.4427149380956849
batsh,3,19180,-0.05049441809808926,-0.4426477072764564
batted,3,19181,-0.05049441809808926,-0.44258047645722787
battle_cat,3,19182,-0.05049441809808926,-0.4425132456379994
bau,3,19183,-0.05049441809808926,-0.4424460148187708
bausch,3,19184,-0.05049441809808926,-0.44237878399954234
bawl,3,19185,-0.05049441809808926,-0.44231155318031384
bawr,3,19186,-0.05049441809808926,-0.4422443223610853
bbbm,3,19187,-0.05049441809808926,-0.4421770915418568
beady,3,19188,-0.05049441809808926,-0.44210986072262826
beanie,3,19189,-0.05049441809808926,-0.44204262990339976
bearings,3,19190,-0.05049441809808926,-0.4419753990841712
beasts,3,19191,-0.05049441809808926,-0.4419081682649427
beata,3,19192,-0.05049441809808926,-0.4418409374457142
beater's,3,19193,-0.05049441809808926,-0.4417737066264857
beaujolais,3,19194,-0.05049441809808926,-0.4417064758072572
beauty's,3,19195,-0.05049441809808926,-0.44163924498802865
beauty_and_the_beast,3,19196,-0.05049441809808926,-0.44157201416880015
becauses,3,19197,-0.05049441809808926,-0.4415047833495716
beck's,3,19198,-0.05049441809808926,-0.4414375525303431
beckoning,3,19199,-0.05049441809808926,-0.44137032171111457
bed+bugs,3,19200,-0.05049441809808926,-0.4413030908918861
beddy_byes,3,19201,-0.05049441809808926,-0.4412358600726575
bedtime_bear,3,19202,-0.05049441809808926,-0.44116862925342903
beebop,3,19203,-0.05049441809808926,-0.44110139843420054
beeda,3,19204,-0.05049441809808926,-0.441034167614972
beerd,3,19205,-0.05049441809808926,-0.4409669367957435
beetabeetuh,3,19206,-0.05049441809808926,-0.44089970597651496
beibee,3,19207,-0.05049441809808926,-0.44083247515728646
belched,3,19208,-0.05049441809808926,-0.4407652443380579
belgium,3,19209,-0.05049441809808926,-0.4406980135188294
believing,3,19210,-0.05049441809808926,-0.4406307826996009
belles,3,19211,-0.05049441809808926,-0.4405635518803724
bellewood,3,19212,-0.05049441809808926,-0.4404963210611439
bellow,3,19213,-0.05049441809808926,-0.44042909024191534
belly_bat_posters,3,19214,-0.05049441809808926,-0.44036185942268685
bellybelly,3,19215,-0.05049441809808926,-0.4402946286034583
belugas,3,19216,-0.05049441809808926,-0.4402273977842298
bendable,3,19217,-0.05049441809808926,-0.44016016696500126
bendy,3,19218,-0.05049441809808926,-0.4400929361457728
benefit,3,19219,-0.05049441809808926,-0.4400257053265443
benson,3,19220,-0.05049441809808926,-0.43995847450731573
benton,3,19221,-0.05049441809808926,-0.43989124368808724
bery,3,19222,-0.05049441809808926,-0.4398240128688587
betchu,3,19223,-0.05049441809808926,-0.4397567820496302
bethany,3,19224,-0.05049441809808926,-0.43968955123040165
bettuh,3,19225,-0.05049441809808926,-0.43962232041117316
beverage,3,19226,-0.05049441809808926,-0.4395550895919446
bididoop,3,19227,-0.05049441809808926,-0.4394878587727161
bidoigu,3,19228,-0.05049441809808926,-0.43942062795348763
big_mouth,3,19229,-0.05049441809808926,-0.4393533971342591
big_wheel,3,19230,-0.05049441809808926,-0.4392861663150306
bikey,3,19231,-0.05049441809808926,-0.43921893549580204
bil,3,19232,-0.05049441809808926,-0.43915170467657355
bilbo,3,19233,-0.05049441809808926,-0.439084473857345
bilgy,3,19234,-0.05049441809808926,-0.4390172430381165
biller,3,19235,-0.05049441809808926,-0.43895001221888796
billetjes,3,19236,-0.05049441809808926,-0.43888278139965947
billions,3,19237,-0.05049441809808926,-0.438815550580431
billowing,3,19238,-0.05049441809808926,-0.43874831976120243
billy_o,3,19239,-0.05049441809808926,-0.43868108894197394
bindoo,3,19240,-0.05049441809808926,-0.4386138581227454
binkie,3,19241,-0.05049441809808926,-0.4385466273035169
biobiobio,3,19242,-0.05049441809808926,-0.43847939648428835
bir,3,19243,-0.05049441809808926,-0.43841216566505986
birch,3,19244,-0.05049441809808926,-0.4383449348458313
bird+feed,3,19245,-0.05049441809808926,-0.4382777040266028
birdasaurus,3,19246,-0.05049441809808926,-0.43821047320737433
birdcage,3,19247,-0.05049441809808926,-0.4381432423881458
bison,3,19248,-0.05049441809808926,-0.4380760115689173
bitted,3,19249,-0.05049441809808926,-0.43800878074968874
bive,3,19250,-0.05049441809808926,-0.43794154993046025
biveway,3,19251,-0.05049441809808926,-0.4378743191112317
bizz,3,19252,-0.05049441809808926,-0.4378070882920032
bj,3,19253,-0.05049441809808926,-0.43773985747277466
blackfinger,3,19254,-0.05049441809808926,-0.43767262665354617
bladder,3,19255,-0.05049441809808926,-0.4376053958343177
blai,3,19256,-0.05049441809808926,-0.43753816501508913
blana,3,19257,-0.05049441809808926,-0.43747093419586064
blankem,3,19258,-0.05049441809808926,-0.4374037033766321
blanky,3,19259,-0.05049441809808926,-0.4373364725574036
blasters,3,19260,-0.05049441809808926,-0.43726924173817505
blazing,3,19261,-0.05049441809808926,-0.43720201091894656
bleachers,3,19262,-0.05049441809808926,-0.437134780099718
bleaches,3,19263,-0.05049441809808926,-0.4370675492804895
bled,3,19264,-0.05049441809808926,-0.43700031846126103
blended,3,19265,-0.05049441809808926,-0.4369330876420325
blib,3,19266,-0.05049441809808926,-0.436865856822804
blintzes,3,19267,-0.05049441809808926,-0.43679862600357544
block's,3,19268,-0.05049441809808926,-0.43673139518434695
blockies,3,19269,-0.05049441809808926,-0.4366641643651184
blocky,3,19270,-0.05049441809808926,-0.4365969335458899
blooms,3,19271,-0.05049441809808926,-0.4365297027266614
blops,3,19272,-0.05049441809808926,-0.43646247190743287
blow_the_man_down,3,19273,-0.05049441809808926,-0.4363952410882044
blthm,3,19274,-0.05049441809808926,-0.43632801026897583
bluckie,3,19275,-0.05049441809808926,-0.43626077944974734
bluebonnet,3,19276,-0.05049441809808926,-0.4361935486305188
blumstein's,3,19277,-0.05049441809808926,-0.4361263178112903
blup,3,19278,-0.05049441809808926,-0.43605908699206175
bmbm,3,19279,-0.05049441809808926,-0.43599185617283326
boatman,3,19280,-0.05049441809808926,-0.43592462535360477
bob_the_builder,3,19281,-0.05049441809808926,-0.4358573945343762
bobbed,3,19282,-0.05049441809808926,-0.4357901637151477
bobbin,3,19283,-0.05049441809808926,-0.4357229328959192
bobos,3,19284,-0.05049441809808926,-0.4356557020766907
bode,3,19285,-0.05049441809808926,-0.43558847125746214
bofe,3,19286,-0.05049441809808926,-0.43552124043823365
bogu,3,19287,-0.05049441809808926,-0.4354540096190051
boh,3,19288,-0.05049441809808926,-0.4353867787997766
boko,3,19289,-0.05049441809808926,-0.4353195479805481
bombom,3,19290,-0.05049441809808926,-0.43525231716131957
bong_kick,3,19291,-0.05049441809808926,-0.4351850863420911
bonging,3,19292,-0.05049441809808926,-0.43511785552286253
bongo,3,19293,-0.05049441809808926,-0.43505062470363404
boo_boo,3,19294,-0.05049441809808926,-0.4349833938844055
booah,3,19295,-0.05049441809808926,-0.434916163065177
boobie,3,19296,-0.05049441809808926,-0.43484893224594845
boogie+board,3,19297,-0.05049441809808926,-0.43478170142671996
boogin,3,19298,-0.05049441809808926,-0.43471447060749147
bookies,3,19299,-0.05049441809808926,-0.4346472397882629
bookmarks,3,19300,-0.05049441809808926,-0.4345800089690344
boomah,3,19301,-0.05049441809808926,-0.4345127781498059
boomerang,3,19302,-0.05049441809808926,-0.4344455473305774
boopba,3,19303,-0.05049441809808926,-0.43437831651134884
