word,childes,childes_rank,childes_freq_z,childes_rank_z
sleet,15,9175,-0.04673122099136516,-1.115292053657765
slided,15,9176,-0.04673122099136516,-1.1152248228385366
slots,15,9177,-0.04673122099136516,-1.1151575920193082
snarls,15,9178,-0.04673122099136516,-1.1150903612000795
snuggling,15,9179,-0.04673122099136516,-1.115023130380851
someding,15,9180,-0.04673122099136516,-1.1149558995616227
sookie,15,9181,-0.04673122099136516,-1.114888668742394
spain,15,9182,-0.04673122099136516,-1.1148214379231656
specific,15,9183,-0.04673122099136516,-1.1147542071039371
speeder,15,9184,-0.04673122099136516,-1.1146869762847085
sperm,15,9185,-0.04673122099136516,-1.11461974546548
spine,15,9186,-0.04673122099136516,-1.1145525146462516
spose,15,9187,-0.04673122099136516,-1.114485283827023
squeaker,15,9188,-0.04673122099136516,-1.1144180530077945
staff,15,9189,-0.04673122099136516,-1.1143508221885658
stain,15,9190,-0.04673122099136516,-1.1142835913693374
stairway,15,9191,-0.04673122099136516,-1.114216360550109
starve,15,9192,-0.04673122099136516,-1.1141491297308803
steals,15,9193,-0.04673122099136516,-1.1140818989116519
stingray,15,9194,-0.04673122099136516,-1.1140146680924234
stirs,15,9195,-0.04673122099136516,-1.1139474372731948
story's,15,9196,-0.04673122099136516,-1.1138802064539663
stucked,15,9197,-0.04673122099136516,-1.113812975634738
sturdy,15,9198,-0.04673122099136516,-1.1137457448155093
sucky+suck,15,9199,-0.04673122099136516,-1.1136785139962808
sung,15,9200,-0.04673122099136516,-1.1136112831770522
supply,15,9201,-0.04673122099136516,-1.1135440523578237
sutton,15,9202,-0.04673122099136516,-1.1134768215385953
swimmer,15,9203,-0.04673122099136516,-1.1134095907193666
taiyo,15,9204,-0.04673122099136516,-1.1133423599001382
tat,15,9205,-0.04673122099136516,-1.1132751290809098
tater,15,9206,-0.04673122099136516,-1.113207898261681
tea's,15,9207,-0.04673122099136516,-1.1131406674424527
teddy's,15,9208,-0.04673122099136516,-1.1130734366232242
tei,15,9209,-0.04673122099136516,-1.1130062058039956
them's,15,9210,-0.04673122099136516,-1.1129389749847671
tho,15,9211,-0.04673122099136516,-1.1128717441655387
thrilled,15,9212,-0.04673122099136516,-1.11280451334631
tic_tac,15,9213,-0.04673122099136516,-1.1127372825270816
tidal,15,9214,-0.04673122099136516,-1.112670051707853
tikuh,15,9215,-0.04673122099136516,-1.1126028208886245
toystore,15,9216,-0.04673122099136516,-1.112535590069396
tur,15,9217,-0.04673122099136516,-1.1124683592501674
tweedle_bug,15,9218,-0.04673122099136516,-1.112401128430939
uba,15,9219,-0.04673122099136516,-1.1123338976117105
uncle_aggie,15,9220,-0.04673122099136516,-1.1122666667924819
unlocked,15,9221,-0.04673122099136516,-1.1121994359732534
upside+down,15,9222,-0.04673122099136516,-1.112132205154025
vampire,15,9223,-0.04673122099136516,-1.1120649743347963
wack,15,9224,-0.04673122099136516,-1.111997743515568
walnut,15,9225,-0.04673122099136516,-1.1119305126963392
warned,15,9226,-0.04673122099136516,-1.1118632818771108
watery,15,9227,-0.04673122099136516,-1.1117960510578824
waw,15,9228,-0.04673122099136516,-1.1117288202386537
weared,15,9229,-0.04673122099136516,-1.1116615894194253
wham,15,9230,-0.04673122099136516,-1.1115943586001968
whatta,15,9231,-0.04673122099136516,-1.1115271277809682
wired,15,9232,-0.04673122099136516,-1.1114598969617397
wombat,15,9233,-0.04673122099136516,-1.1113926661425113
woodstock,15,9234,-0.04673122099136516,-1.1113254353232827
woujou,15,9235,-0.04673122099136516,-1.1112582045040542
wrecking,15,9236,-0.04673122099136516,-1.1111909736848256
x_wing,15,9237,-0.04673122099136516,-1.1111237428655971
yaddy,15,9238,-0.04673122099136516,-1.1110565120463687
yip,15,9239,-0.04673122099136516,-1.11098928122714
advertisement,14,9240,-0.047044820750258835,-1.1109220504079116
air+conditioner,14,9241,-0.047044820750258835,-1.1108548195886832
al's,14,9242,-0.047044820750258835,-1.1107875887694545
aminals,14,9243,-0.047044820750258835,-1.110720357950226
